################################################################################
# Kalman filter status report.
################################################################################
# Col  Name     Description
################################################################################
# 1    epoch    Training epoch.
# 2    nupdates Number of updates performed.
# 3    Pdiag    Mean of absolute diagonal values of error covariance matrix P.
# 4    Poffdiag Mean of absolute off-diagonal values of error covariance matrix P.
# 5    Pasym    Asymmetry of P, i.e. mean of absolute values of asymmetric part 0.5*(P - P^T).
# 6    Kmean    Mean of abolute compontents of Kalman gain matrix K.
# 7    q        Magnitude of process noise (= diagonal entries of Q).
# 8    eta      Learning rate.
###########################################################################################################################
#        1          2                3                4                5                6                7                8
#    epoch   nupdates            Pdiag         Poffdiag            Pasym            Kmean                q              eta
###########################################################################################################################
         0          0   1.00000000E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.00000000E-02   1.00000000E-02
         1        107   7.95341612E+01   6.08885890E-01   7.04006054E-13   1.58368222E-02   1.00058526E-03   9.99415078E-02
         2        214   6.40060958E+01   6.25841641E-01   9.07971555E-13   5.98528136E-02   1.00117087E-04   9.98830498E-01
         3        321   5.39610410E+01   5.86025883E-01   1.27462182E-12   4.03342365E-02   1.00175682E-05   1.02055218E+00
         4        428   4.93084850E+01   5.57025797E-01   1.90033554E-12   2.52250618E-02   1.00234311E-06   1.02055218E+00
         5        535   4.62759904E+01   5.36408755E-01   2.60763146E-12   2.05837074E-02   9.81008998E-07   1.02055218E+00
         6        642   4.43570797E+01   5.25235739E-01   3.13288930E-12   1.54551917E-02   9.81008998E-07   1.02055218E+00
         7        749   4.28725216E+01   5.12135905E-01   3.43026253E-12   1.37043605E-02   9.81008998E-07   1.02055218E+00
         8        856   4.18287249E+01   5.03348163E-01   3.53240993E-12   1.34856342E-02   9.81008998E-07   1.02055218E+00
         9        963   4.09333759E+01   4.95065931E-01   3.72063043E-12   1.29406205E-02   9.81008998E-07   1.02055218E+00
        10       1070   4.01441655E+01   4.88404467E-01   3.77172930E-12   1.35985797E-02   9.81008998E-07   1.02055218E+00
        11       1177   3.94380727E+01   4.82331771E-01   3.81637645E-12   1.20549776E-02   9.81008998E-07   1.02055218E+00
        12       1284   3.88183406E+01   4.77161857E-01   3.83142373E-12   1.06197649E-02   9.81008998E-07   1.02055218E+00
        13       1391   3.82964449E+01   4.72924225E-01   3.86006424E-12   9.90344701E-03   9.81008998E-07   1.02055218E+00
        14       1498   3.78316190E+01   4.69525882E-01   3.86445992E-12   1.09782173E-02   9.81008998E-07   1.02055218E+00
        15       1605   3.73406409E+01   4.65833854E-01   3.88243154E-12   9.65428143E-03   9.81008998E-07   1.02055218E+00
        16       1712   3.69231344E+01   4.62615778E-01   3.88724949E-12   9.15408215E-03   9.81008998E-07   1.02055218E+00
        17       1819   3.65382455E+01   4.59850057E-01   3.88897321E-12   9.51708575E-03   9.81008998E-07   1.02055218E+00
        18       1926   3.61942493E+01   4.57305888E-01   3.88961271E-12   1.03744935E-02   9.81008998E-07   1.02055218E+00
        19       2033   3.58479688E+01   4.54654164E-01   3.89288086E-12   9.53676677E-03   9.81008998E-07   1.02055218E+00
        20       2140   3.55205708E+01   4.52224095E-01   3.89412843E-12   9.20352080E-03   9.81008998E-07   1.02055218E+00
        21       2247   3.51973378E+01   4.49872612E-01   3.89548027E-12   8.63208066E-03   9.81008998E-07   1.02055218E+00
        22       2354   3.48956120E+01   4.47690892E-01   3.89667822E-12   8.09238653E-03   9.81008998E-07   1.02055218E+00
        23       2461   3.45714098E+01   4.45225961E-01   3.89765130E-12   7.94157993E-03   9.81008998E-07   1.02055218E+00
        24       2568   3.42919564E+01   4.42932690E-01   3.89782846E-12   7.93235586E-03   9.81008998E-07   1.02055218E+00
        25       2675   3.40060512E+01   4.40612543E-01   3.89875787E-12   8.45486120E-03   9.81008998E-07   1.02055218E+00
        26       2782   3.37566393E+01   4.38674343E-01   3.90033551E-12   9.12662439E-03   9.81008998E-07   1.02055218E+00
        27       2889   3.35076236E+01   4.36770309E-01   3.90130791E-12   7.75097315E-03   9.81008998E-07   1.02055218E+00
        28       2996   3.32718342E+01   4.34957056E-01   3.90170653E-12   7.09717037E-03   9.81008998E-07   1.02055218E+00
        29       3103   3.30432631E+01   4.33174618E-01   3.90193870E-12   7.64313173E-03   9.81008998E-07   1.02055218E+00
        30       3210   3.28330456E+01   4.31521706E-01   3.90215543E-12   7.01094323E-03   9.81008998E-07   1.02055218E+00
        31       3317   3.26074418E+01   4.29769335E-01   3.90227753E-12   7.61164037E-03   9.81008998E-07   1.02055218E+00
        32       3424   3.23904698E+01   4.28002736E-01   3.90271403E-12   8.14528975E-03   9.81008998E-07   1.02055218E+00
        33       3531   3.21890146E+01   4.26394992E-01   3.90321034E-12   8.40451185E-03   9.81008998E-07   1.02055218E+00
        34       3638   3.19860205E+01   4.24671764E-01   3.90313440E-12   6.33078717E-03   9.81008998E-07   1.02055218E+00
        35       3745   3.17758807E+01   4.22867571E-01   3.90376836E-12   6.84567526E-03   9.81008998E-07   1.02055218E+00
        36       3852   3.15912607E+01   4.21290927E-01   3.90390698E-12   7.95229055E-03   9.81008998E-07   1.02055218E+00
        37       3959   3.14017797E+01   4.19679955E-01   3.90460772E-12   6.92036709E-03   9.81008998E-07   1.02055218E+00
        38       4066   3.12209129E+01   4.18220189E-01   3.90484617E-12   6.54031354E-03   9.81008998E-07   1.02055218E+00
        39       4173   3.10481116E+01   4.16840086E-01   3.90500149E-12   7.39625505E-03   9.81008998E-07   1.02055218E+00
        40       4280   3.08778234E+01   4.15483481E-01   3.90522089E-12   5.73074039E-03   9.81008998E-07   1.02055218E+00
        41       4387   3.07190871E+01   4.14203206E-01   3.90532401E-12   7.60550086E-03   9.81008998E-07   1.02055218E+00
        42       4494   3.05469568E+01   4.12808281E-01   3.90560077E-12   7.39415926E-03   9.81008998E-07   1.02055218E+00
        43       4601   3.03788746E+01   4.11335997E-01   3.90553608E-12   5.77250057E-03   9.81008998E-07   1.02055218E+00
        44       4708   3.02171395E+01   4.09975733E-01   3.90573577E-12   7.00456605E-03   9.81008998E-07   1.02055218E+00
        45       4815   3.00552786E+01   4.08508218E-01   3.90589157E-12   8.11788393E-03   9.81008998E-07   1.02055218E+00
        46       4922   2.99017996E+01   4.07156947E-01   3.90607941E-12   7.89909539E-03   9.81008998E-07   1.02055218E+00
        47       5029   2.97501682E+01   4.05755104E-01   3.90625875E-12   6.95311520E-03   9.81008998E-07   1.02055218E+00
        48       5136   2.95962154E+01   4.04423982E-01   3.90634485E-12   7.67315674E-03   9.81008998E-07   1.02055218E+00
        49       5243   2.94524726E+01   4.03151889E-01   3.90655035E-12   5.78080930E-03   9.81008998E-07   1.02055218E+00
        50       5350   2.93103208E+01   4.01889211E-01   3.90669471E-12   5.35316052E-03   9.81008998E-07   1.02055218E+00
