################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.0183696231103923E-01 a         1     0     1     1     1
  5.0001821459500362E-01 a         2     0     1     1     2
  8.9249380391284738E-01 a         3     0     1     1     3
 -8.9472952467622613E-01 a         4     0     1     1     4
  2.9234097228842887E-01 a         5     0     1     1     5
 -2.6655280162913231E-01 a         6     0     1     1     6
  1.7374840472309450E-01 a         7     0     1     1     7
  1.1753778633774960E-01 a         8     0     1     1     8
 -1.6863659451203980E-01 a         9     0     1     1     9
  8.4172454175955169E-01 a        10     0     1     1    10
  3.7509899796986679E-01 a        11     0     1     1    11
 -1.0049171935071199E+00 a        12     0     1     1    12
 -9.9466083238379210E-01 a        13     0     1     1    13
 -6.4796791198888593E-01 a        14     0     1     1    14
  4.3039608835316889E-01 a        15     0     1     1    15
  7.0685474397948744E-01 a        16     0     1     1    16
  9.5795463833724603E-01 a        17     0     1     1    17
 -1.6308247602407558E-01 a        18     0     1     1    18
  1.1768881267986776E-01 a        19     0     1     1    19
 -5.5645077674722343E-01 a        20     0     1     1    20
  2.1448940043766412E-01 a        21     0     2     1     1
 -4.0092968686206432E-01 a        22     0     2     1     2
  4.5731036284472304E-01 a        23     0     2     1     3
  3.5411413993145298E-02 a        24     0     2     1     4
  3.5518287190992642E-01 a        25     0     2     1     5
 -1.3793283815169585E-02 a        26     0     2     1     6
  4.3810371298047335E-01 a        27     0     2     1     7
  6.7166152865193007E-01 a        28     0     2     1     8
 -9.1267007780664899E-01 a        29     0     2     1     9
  8.2053495268830212E-01 a        30     0     2     1    10
  2.8702788340731744E-01 a        31     0     2     1    11
 -5.9966392870433760E-01 a        32     0     2     1    12
 -3.0188239326149535E-01 a        33     0     2     1    13
 -5.5406747768295406E-01 a        34     0     2     1    14
  1.1469873210519606E+00 a        35     0     2     1    15
  7.2835578734955025E-02 a        36     0     2     1    16
 -4.2991418487027583E-01 a        37     0     2     1    17
  4.5443423302519376E-01 a        38     0     2     1    18
 -3.1583331872271692E-01 a        39     0     2     1    19
 -3.9105398257937862E-01 a        40     0     2     1    20
 -2.9337128525252387E-01 a        41     0     3     1     1
  1.0208168277223716E-01 a        42     0     3     1     2
 -5.1271030029580146E-02 a        43     0     3     1     3
 -1.2520884783181729E-01 a        44     0     3     1     4
 -9.2903908848617134E-01 a        45     0     3     1     5
  3.0324910385857046E-01 a        46     0     3     1     6
 -3.9279073999223679E-01 a        47     0     3     1     7
 -3.6344284569189678E-01 a        48     0     3     1     8
  6.8003293542607191E-01 a        49     0     3     1     9
 -6.5139379333401115E-01 a        50     0     3     1    10
  6.1316795751566866E-01 a        51     0     3     1    11
 -3.5696149792063890E-02 a        52     0     3     1    12
  8.8232750877098740E-02 a        53     0     3     1    13
 -6.2736187000675170E-01 a        54     0     3     1    14
 -8.6091705782827788E-01 a        55     0     3     1    15
 -2.1345217145444481E-01 a        56     0     3     1    16
  3.7619828558931784E-01 a        57     0     3     1    17
  6.7006528791467970E-02 a        58     0     3     1    18
 -7.0571858720143510E-01 a        59     0     3     1    19
 -1.5543148390590530E-01 a        60     0     3     1    20
  2.6252029099908830E-01 a        61     0     4     1     1
 -1.4287278116851398E-01 a        62     0     4     1     2
  8.0283159620913119E-02 a        63     0     4     1     3
 -6.0487504626204769E-01 a        64     0     4     1     4
  8.8349897698659663E-01 a        65     0     4     1     5
 -2.1497037880543660E-01 a        66     0     4     1     6
 -5.1419990351706280E-01 a        67     0     4     1     7
 -9.8953083796078478E-02 a        68     0     4     1     8
  3.0033556493408237E-01 a        69     0     4     1     9
 -4.9767604080702610E-01 a        70     0     4     1    10
  5.8867846436395443E-01 a        71     0     4     1    11
 -1.8616783657532449E-01 a        72     0     4     1    12
 -5.7727458518507035E-01 a        73     0     4     1    13
  3.5961896679134792E-01 a        74     0     4     1    14
  2.6131226485816117E-01 a        75     0     4     1    15
 -1.0734659485688360E+00 a        76     0     4     1    16
  2.4788814935288905E-02 a        77     0     4     1    17
 -6.2692460438535846E-01 a        78     0     4     1    18
 -1.4926870660349892E-01 a        79     0     4     1    19
 -2.5239220513621579E-02 a        80     0     4     1    20
 -1.5837111964042067E-01 a        81     0     5     1     1
 -1.3462270225833090E-01 a        82     0     5     1     2
 -1.2764466859559251E-01 a        83     0     5     1     3
  6.6409301776036522E-01 a        84     0     5     1     4
 -4.4566678565594431E-01 a        85     0     5     1     5
  7.9404529100415444E-01 a        86     0     5     1     6
 -2.5971393684228766E-02 a        87     0     5     1     7
 -9.2168668430059608E-02 a        88     0     5     1     8
  8.8524108531514778E-01 a        89     0     5     1     9
  2.7816326267755270E-01 a        90     0     5     1    10
 -1.2691428110072209E+00 a        91     0     5     1    11
  3.4184683261459803E-01 a        92     0     5     1    12
 -3.3542331961244942E-01 a        93     0     5     1    13
 -6.1124224152479437E-02 a        94     0     5     1    14
 -4.2762843535317890E-01 a        95     0     5     1    15
 -2.4057415958148001E-01 a        96     0     5     1    16
 -3.8541984093315718E-02 a        97     0     5     1    17
 -1.3889012109986609E-01 a        98     0     5     1    18
  7.8598600468169078E-01 a        99     0     5     1    19
  5.4354569891279847E-01 a       100     0     5     1    20
  3.6287806409488910E-01 a       101     0     6     1     1
  2.0801135488978656E-01 a       102     0     6     1     2
 -1.1780107921063463E+00 a       103     0     6     1     3
  1.0036686206852845E-01 a       104     0     6     1     4
  7.5093844973400076E-02 a       105     0     6     1     5
 -7.7414340715119334E-01 a       106     0     6     1     6
  8.3059951146951627E-01 a       107     0     6     1     7
 -6.9580780477854032E-01 a       108     0     6     1     8
  2.2423110322556419E-01 a       109     0     6     1     9
 -2.8416713863574083E-01 a       110     0     6     1    10
  7.6989522698698365E-01 a       111     0     6     1    11
  1.6187716113113687E-01 a       112     0     6     1    12
 -4.6524578451898352E-01 a       113     0     6     1    13
 -5.6430672039896457E-01 a       114     0     6     1    14
  2.6884357846714408E-02 a       115     0     6     1    15
 -8.5638658912453447E-01 a       116     0     6     1    16
 -3.0992254750922343E-01 a       117     0     6     1    17
  6.2571939954902167E-01 a       118     0     6     1    18
 -1.3530952793496162E-01 a       119     0     6     1    19
 -2.8431009774674665E-01 a       120     0     6     1    20
 -1.5325227535279312E-01 a       121     0     7     1     1
 -9.0664697089604673E-01 a       122     0     7     1     2
  6.1718583974354213E-01 a       123     0     7     1     3
 -1.0264375592071431E-01 a       124     0     7     1     4
  2.8768048833353038E-01 a       125     0     7     1     5
  1.9473841934018243E-01 a       126     0     7     1     6
 -4.9649455601609938E-01 a       127     0     7     1     7
  7.0722602172393134E-01 a       128     0     7     1     8
  3.4349143819881167E-01 a       129     0     7     1     9
  3.0624756878830306E-01 a       130     0     7     1    10
 -9.9593198436177388E-01 a       131     0     7     1    11
  7.4294153493414533E-02 a       132     0     7     1    12
  3.7567154354863125E-01 a       133     0     7     1    13
  3.2733950824943148E-01 a       134     0     7     1    14
 -6.3413815879642910E-01 a       135     0     7     1    15
 -5.8246772825555393E-01 a       136     0     7     1    16
 -5.6284445720471532E-01 a       137     0     7     1    17
 -9.8982297378577541E-02 a       138     0     7     1    18
  5.0292642979119717E-01 a       139     0     7     1    19
 -2.8179433970932677E-01 a       140     0     7     1    20
  1.7285448690481350E-01 a       141     0     8     1     1
  5.4225584427331253E-01 a       142     0     8     1     2
 -7.4283777286358843E-01 a       143     0     8     1     3
 -2.4289555630504500E-01 a       144     0     8     1     4
  4.5484766449436054E-01 a       145     0     8     1     5
 -6.1413863946492686E-01 a       146     0     8     1     6
  6.4318059327914223E-01 a       147     0     8     1     7
 -4.5454260332004243E-01 a       148     0     8     1     8
  2.5948533330344242E-01 a       149     0     8     1     9
  5.2896859200916002E-01 a       150     0     8     1    10
  5.9488107913105626E-01 a       151     0     8     1    11
 -3.4816406873380917E-01 a       152     0     8     1    12
  5.2466807225834067E-01 a       153     0     8     1    13
  5.7705335700734417E-01 a       154     0     8     1    14
  4.3654376178773442E-02 a       155     0     8     1    15
 -5.0660014177004886E-01 a       156     0     8     1    16
 -2.8514834314061838E-01 a       157     0     8     1    17
 -1.1966303894699395E-01 a       158     0     8     1    18
  8.3877086938029177E-01 a       159     0     8     1    19
  2.9939759284425528E-02 a       160     0     8     1    20
  6.3982312008726749E-01 a       161     0     9     1     1
  2.1057718636987013E-01 a       162     0     9     1     2
  9.5715648774063800E-01 a       163     0     9     1     3
 -4.1959126238187044E-01 a       164     0     9     1     4
  7.6902506722464126E-01 a       165     0     9     1     5
 -3.8388579775221510E-01 a       166     0     9     1     6
  9.4368085762693094E-02 a       167     0     9     1     7
 -5.7231350494237887E-02 a       168     0     9     1     8
  5.3879538130264981E-01 a       169     0     9     1     9
  3.8377709297769896E-01 a       170     0     9     1    10
 -6.9802633467965924E-01 a       171     0     9     1    11
 -1.0641580127082815E+00 a       172     0     9     1    12
  4.7588610489700783E-01 a       173     0     9     1    13
  5.0638217332375379E-01 a       174     0     9     1    14
  5.8829446945848840E-01 a       175     0     9     1    15
  7.9742310689539531E-01 a       176     0     9     1    16
 -3.7012780048923938E-01 a       177     0     9     1    17
 -9.2549155576126564E-03 a       178     0     9     1    18
 -7.9805021521903641E-01 a       179     0     9     1    19
  3.5891244709481226E-02 a       180     0     9     1    20
  4.8492256339777584E-01 a       181     0    10     1     1
  5.0827656918314860E-02 a       182     0    10     1     2
 -1.5188749357741482E-01 a       183     0    10     1     3
  9.5556370280662384E-02 a       184     0    10     1     4
  4.0124495576087787E-01 a       185     0    10     1     5
 -4.3387658070377499E-01 a       186     0    10     1     6
  4.0585805170342959E-01 a       187     0    10     1     7
  5.9336399363957892E-01 a       188     0    10     1     8
 -2.4663651672286815E-01 a       189     0    10     1     9
 -2.9785359219993385E-01 a       190     0    10     1    10
 -4.3006537511185838E-01 a       191     0    10     1    11
  6.2021680639668064E-01 a       192     0    10     1    12
 -2.9053076807409950E-01 a       193     0    10     1    13
 -7.3892877701120885E-01 a       194     0    10     1    14
  2.5652947422846156E-01 a       195     0    10     1    15
 -3.9744225604338435E-02 a       196     0    10     1    16
 -2.7289476768264476E-01 a       197     0    10     1    17
 -8.6330880221168166E-02 a       198     0    10     1    18
 -1.9801380470652938E-01 a       199     0    10     1    19
 -7.3281218163488815E-01 a       200     0    10     1    20
  7.2646409225127739E-01 a       201     0    11     1     1
 -4.5383367277552894E-01 a       202     0    11     1     2
 -1.4017058877309349E-01 a       203     0    11     1     3
  3.4738834159948750E-01 a       204     0    11     1     4
 -7.2516591691018717E-01 a       205     0    11     1     5
 -9.1846989814753921E-02 a       206     0    11     1     6
  2.3232088583623386E-01 a       207     0    11     1     7
 -4.4052927213242482E-01 a       208     0    11     1     8
  1.0762856869083597E-01 a       209     0    11     1     9
 -2.6023349800063372E-01 a       210     0    11     1    10
  5.5057838571178885E-01 a       211     0    11     1    11
  4.1138373075432716E-01 a       212     0    11     1    12
 -1.1223346607284904E-01 a       213     0    11     1    13
  5.2446471954165630E-01 a       214     0    11     1    14
 -2.2238498238193233E-01 a       215     0    11     1    15
 -2.0579749939848432E-01 a       216     0    11     1    16
 -2.9746652080727426E-01 a       217     0    11     1    17
  4.5003971038076701E-01 a       218     0    11     1    18
  5.6149185516029133E-02 a       219     0    11     1    19
  4.6536174862607921E-01 a       220     0    11     1    20
  2.9285429358001386E-01 a       221     0    12     1     1
  5.3822829014872764E-01 a       222     0    12     1     2
 -9.3010876220197769E-02 a       223     0    12     1     3
  6.8899986157931192E-01 a       224     0    12     1     4
  4.7962496772756691E-01 a       225     0    12     1     5
 -4.9418861814079396E-01 a       226     0    12     1     6
  3.7267130191647867E-02 a       227     0    12     1     7
  5.6643063906678148E-01 a       228     0    12     1     8
  3.3415114604122592E-01 a       229     0    12     1     9
 -9.4842246943490152E-02 a       230     0    12     1    10
 -5.8705458836228230E-01 a       231     0    12     1    11
 -9.5464896687075390E-02 a       232     0    12     1    12
 -1.7137600474563197E-01 a       233     0    12     1    13
  1.9028136508405602E-01 a       234     0    12     1    14
  2.3006479307141611E-01 a       235     0    12     1    15
  1.5885229248311727E-01 a       236     0    12     1    16
 -5.4729637811575538E-01 a       237     0    12     1    17
 -6.2714161003301483E-01 a       238     0    12     1    18
 -8.6169362440279440E-01 a       239     0    12     1    19
  2.7320423592484411E-01 a       240     0    12     1    20
 -6.0926378938343595E-01 a       241     0    13     1     1
  5.0992547794097376E-01 a       242     0    13     1     2
  1.5051339636659428E-01 a       243     0    13     1     3
  4.2708220671309383E-01 a       244     0    13     1     4
  6.9358017782631942E-01 a       245     0    13     1     5
  1.5539947278526883E-01 a       246     0    13     1     6
 -4.5675752082718812E-01 a       247     0    13     1     7
  3.2870845534782789E-01 a       248     0    13     1     8
 -2.6838041169495758E-01 a       249     0    13     1     9
 -1.1430046119847092E-02 a       250     0    13     1    10
 -1.3953101893767730E-01 a       251     0    13     1    11
 -3.5109754329155218E-01 a       252     0    13     1    12
 -3.1055197730665807E-01 a       253     0    13     1    13
  4.4506427363201873E-01 a       254     0    13     1    14
 -3.9671166263269675E-01 a       255     0    13     1    15
  3.8091442292219430E-01 a       256     0    13     1    16
  3.0429698225812912E-01 a       257     0    13     1    17
 -4.6169947235707504E-01 a       258     0    13     1    18
  7.1580167613140955E-02 a       259     0    13     1    19
  3.6690536214081632E-01 a       260     0    13     1    20
  9.0180137569905450E-02 a       261     0    14     1     1
  1.4597365383790525E-01 a       262     0    14     1     2
