################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -9.8451511797988167E-02 a         1     0     1     1     1
  5.1815052922925464E-01 a         2     0     1     1     2
  9.2109204421076174E-01 a         3     0     1     1     3
 -9.1395286427201428E-01 a         4     0     1     1     4
  2.7248814453623194E-01 a         5     0     1     1     5
 -2.7829722019207581E-01 a         6     0     1     1     6
  1.6868429361076695E-01 a         7     0     1     1     7
  1.0195321399031562E-01 a         8     0     1     1     8
 -1.3048004089409862E-01 a         9     0     1     1     9
  7.9649768755120642E-01 a        10     0     1     1    10
  3.7273559772506804E-01 a        11     0     1     1    11
 -1.0279320119909932E+00 a        12     0     1     1    12
 -1.0268729683286351E+00 a        13     0     1     1    13
 -6.3805596023766398E-01 a        14     0     1     1    14
  4.3502713678608623E-01 a        15     0     1     1    15
  6.8711886608996953E-01 a        16     0     1     1    16
  9.4216529677059435E-01 a        17     0     1     1    17
 -1.2505863035080522E-01 a        18     0     1     1    18
  1.1975780860245165E-01 a        19     0     1     1    19
 -5.7971187683338998E-01 a        20     0     1     1    20
  2.2414539238813244E-01 a        21     0     2     1     1
 -4.0022389801702496E-01 a        22     0     2     1     2
  4.6429318106700440E-01 a        23     0     2     1     3
  4.3539045270404544E-02 a        24     0     2     1     4
  3.9239616687241163E-01 a        25     0     2     1     5
  2.4520600207872788E-02 a        26     0     2     1     6
  4.3342177659743664E-01 a        27     0     2     1     7
  6.7405770203321791E-01 a        28     0     2     1     8
 -8.9917043663550722E-01 a        29     0     2     1     9
  8.2620690872414115E-01 a        30     0     2     1    10
  2.7146271530966615E-01 a        31     0     2     1    11
 -6.2019898865524459E-01 a        32     0     2     1    12
 -3.2653620251699439E-01 a        33     0     2     1    13
 -5.3488223305601978E-01 a        34     0     2     1    14
  1.1970853489669164E+00 a        35     0     2     1    15
  7.3332195689031307E-02 a        36     0     2     1    16
 -4.5152062644291624E-01 a        37     0     2     1    17
  4.4559103867470001E-01 a        38     0     2     1    18
 -2.9060847391553829E-01 a        39     0     2     1    19
 -3.9613943129227902E-01 a        40     0     2     1    20
 -2.9749662882338951E-01 a        41     0     3     1     1
  8.3291107183642771E-02 a        42     0     3     1     2
 -6.5778114323355591E-02 a        43     0     3     1     3
 -1.1764711850414092E-01 a        44     0     3     1     4
 -9.7593610865573055E-01 a        45     0     3     1     5
  2.7805098752809138E-01 a        46     0     3     1     6
 -3.7800857263118087E-01 a        47     0     3     1     7
 -3.8830997179730559E-01 a        48     0     3     1     8
  7.1387745424353832E-01 a        49     0     3     1     9
 -6.8410732051694412E-01 a        50     0     3     1    10
  6.1932603022711386E-01 a        51     0     3     1    11
 -1.7662833944594395E-02 a        52     0     3     1    12
  7.5252503818789354E-02 a        53     0     3     1    13
 -7.0830018474635092E-01 a        54     0     3     1    14
 -8.9416331577940822E-01 a        55     0     3     1    15
 -2.0940437507990156E-01 a        56     0     3     1    16
  3.6216100476890251E-01 a        57     0     3     1    17
  1.0879186122080985E-01 a        58     0     3     1    18
 -7.2212160756066046E-01 a        59     0     3     1    19
 -1.3125493947256481E-01 a        60     0     3     1    20
  2.4412521657943062E-01 a        61     0     4     1     1
 -1.2023463120701143E-01 a        62     0     4     1     2
  6.6092402207899165E-02 a        63     0     4     1     3
 -6.5357988310124882E-01 a        64     0     4     1     4
  9.1759312126023929E-01 a        65     0     4     1     5
 -2.2107138759481673E-01 a        66     0     4     1     6
 -5.4161201468516362E-01 a        67     0     4     1     7
 -6.4980120317586668E-02 a        68     0     4     1     8
  2.9121439668845989E-01 a        69     0     4     1     9
 -5.2246225307673833E-01 a        70     0     4     1    10
  6.4561987664410903E-01 a        71     0     4     1    11
 -2.0984939373454847E-01 a        72     0     4     1    12
 -5.8775519750400151E-01 a        73     0     4     1    13
  3.8698909528982811E-01 a        74     0     4     1    14
  2.8776615631923402E-01 a        75     0     4     1    15
 -1.0892388220546017E+00 a        76     0     4     1    16
  2.1337043209656188E-02 a        77     0     4     1    17
 -5.9571896441732330E-01 a        78     0     4     1    18
 -1.2808025413283977E-01 a        79     0     4     1    19
 -5.2162443968230901E-02 a        80     0     4     1    20
 -1.4995403012879627E-01 a        81     0     5     1     1
 -1.4410850051705534E-01 a        82     0     5     1     2
 -8.9447782664695275E-02 a        83     0     5     1     3
  6.9201266121633065E-01 a        84     0     5     1     4
 -4.3304614195431768E-01 a        85     0     5     1     5
  8.0786558123073271E-01 a        86     0     5     1     6
 -1.5397810608356530E-02 a        87     0     5     1     7
 -5.2178057509795754E-02 a        88     0     5     1     8
  8.8603060166661929E-01 a        89     0     5     1     9
  3.1803296771064532E-01 a        90     0     5     1    10
 -1.2776450794370346E+00 a        91     0     5     1    11
  3.2235537866268721E-01 a        92     0     5     1    12
 -3.5769489980571312E-01 a        93     0     5     1    13
 -2.2023817915706172E-02 a        94     0     5     1    14
 -4.3152654873640611E-01 a        95     0     5     1    15
 -2.0006005282098951E-01 a        96     0     5     1    16
 -2.5644195704574033E-02 a        97     0     5     1    17
 -1.5597835376647998E-01 a        98     0     5     1    18
  8.1718695348606940E-01 a        99     0     5     1    19
  5.0360580783692532E-01 a       100     0     5     1    20
  3.5214711223134820E-01 a       101     0     6     1     1
  2.4733778295950432E-01 a       102     0     6     1     2
 -1.2248736759106036E+00 a       103     0     6     1     3
  8.8321222658115928E-02 a       104     0     6     1     4
  7.0076156376674789E-02 a       105     0     6     1     5
 -8.1562050183206547E-01 a       106     0     6     1     6
  8.4483912063285349E-01 a       107     0     6     1     7
 -7.1791012193023007E-01 a       108     0     6     1     8
  2.2585134427757572E-01 a       109     0     6     1     9
 -2.9524342088314759E-01 a       110     0     6     1    10
  8.0234861483526410E-01 a       111     0     6     1    11
  1.7268884587469988E-01 a       112     0     6     1    12
 -4.8882408931162163E-01 a       113     0     6     1    13
 -6.0526597022393047E-01 a       114     0     6     1    14
  6.0879580563440346E-03 a       115     0     6     1    15
 -8.7234023073607936E-01 a       116     0     6     1    16
