################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  3.7546285415938276E-02 a         1     0     1     1     1
  5.3637668511299508E-01 a         2     0     1     1     2
  9.1600791266417858E-01 a         3     0     1     1     3
 -8.8196589294379191E-01 a         4     0     1     1     4
  2.8002978016395519E-01 a         5     0     1     1     5
 -2.0970219344249658E-01 a         6     0     1     1     6
  2.7680113772109621E-01 a         7     0     1     1     7
  5.6586835716450262E-02 a         8     0     1     1     8
 -2.1718615858864104E-01 a         9     0     1     1     9
  8.4643894557773369E-01 a        10     0     1     1    10
  3.9666614618448898E-01 a        11     0     1     1    11
 -8.7466001175640440E-01 a        12     0     1     1    12
 -9.6034821015024741E-01 a        13     0     1     1    13
 -6.5017942320742261E-01 a        14     0     1     1    14
  4.0437722418172939E-01 a        15     0     1     1    15
  6.3781623036461976E-01 a        16     0     1     1    16
  9.6142104908919213E-01 a        17     0     1     1    17
 -1.6675461327428795E-01 a        18     0     1     1    18
  7.0448923838625194E-02 a        19     0     1     1    19
 -4.8870367277453775E-01 a        20     0     1     1    20
  2.4657474401719873E-01 a        21     0     2     1     1
 -4.2946919824705526E-01 a        22     0     2     1     2
  4.4141801862127106E-01 a        23     0     2     1     3
 -2.4547633736142053E-02 a        24     0     2     1     4
  2.4908602744911687E-01 a        25     0     2     1     5
 -2.5712456062521170E-02 a        26     0     2     1     6
  4.3548669733349377E-01 a        27     0     2     1     7
  6.9020487494397598E-01 a        28     0     2     1     8
 -8.8563622264910458E-01 a        29     0     2     1     9
  7.9505057249986821E-01 a        30     0     2     1    10
  3.2569422088050926E-01 a        31     0     2     1    11
 -4.9908368193532776E-01 a        32     0     2     1    12
 -2.3265898184079958E-01 a        33     0     2     1    13
 -5.6500062187998856E-01 a        34     0     2     1    14
  1.0329698095109761E+00 a        35     0     2     1    15
  3.0786694652898579E-02 a        36     0     2     1    16
 -4.3535528155251213E-01 a        37     0     2     1    17
  4.1926513374287827E-01 a        38     0     2     1    18
 -3.8542032392096343E-01 a        39     0     2     1    19
 -3.8622499903885266E-01 a        40     0     2     1    20
 -2.6011779022912856E-01 a        41     0     3     1     1
  1.5910558012676815E-01 a        42     0     3     1     2
 -7.4981952245546504E-02 a        43     0     3     1     3
 -2.0139054694595265E-01 a        44     0     3     1     4
 -8.1015919672366032E-01 a        45     0     3     1     5
  3.5709819996179337E-01 a        46     0     3     1     6
 -4.0977996475194650E-01 a        47     0     3     1     7
 -4.2059021649379863E-01 a        48     0     3     1     8
  6.0415150568588782E-01 a        49     0     3     1     9
 -6.3214996610029683E-01 a        50     0     3     1    10
  6.4661596423633627E-01 a        51     0     3     1    11
 -1.0536330617957444E-01 a        52     0     3     1    12
  1.7319809196073868E-01 a        53     0     3     1    13
 -5.4225208319103857E-01 a        54     0     3     1    14
 -7.7852104410109368E-01 a        55     0     3     1    15
 -2.6708706064903404E-01 a        56     0     3     1    16
  3.8589307696191250E-01 a        57     0     3     1    17
  6.6461271059193167E-02 a        58     0     3     1    18
 -6.8119116768139210E-01 a        59     0     3     1    19
 -1.3013207044333983E-01 a        60     0     3     1    20
  3.2470713538170659E-01 a        61     0     4     1     1
 -2.0485708518004367E-01 a        62     0     4     1     2
  9.8974156031818972E-02 a        63     0     4     1     3
 -5.1357280184569798E-01 a        64     0     4     1     4
  7.2897771203701078E-01 a        65     0     4     1     5
 -1.5724795043008044E-01 a        66     0     4     1     6
 -4.0814672207757280E-01 a        67     0     4     1     7
 -1.3490655629967299E-01 a        68     0     4     1     8
  3.0328166921460153E-01 a        69     0     4     1     9
 -4.5006659636206608E-01 a        70     0     4     1    10
  5.3039553052395927E-01 a        71     0     4     1    11
 -5.1118597248329574E-03 a        72     0     4     1    12
 -5.6118776815723481E-01 a        73     0     4     1    13
  4.4742308598886643E-01 a        74     0     4     1    14
  1.8733876797058047E-01 a        75     0     4     1    15
 -9.9683086350258976E-01 a        76     0     4     1    16
  3.9046333411976346E-03 a        77     0     4     1    17
 -5.9251955811893120E-01 a        78     0     4     1    18
 -1.2133462143022447E-01 a        79     0     4     1    19
  5.4955993142478423E-04 a        80     0     4     1    20
 -1.1203374375160816E-01 a        81     0     5     1     1
 -9.6387742314216790E-02 a        82     0     5     1     2
 -1.1639956628589553E-01 a        83     0     5     1     3
  6.5730194230204497E-01 a        84     0     5     1     4
 -4.7101496878738719E-01 a        85     0     5     1     5
  6.6153476947671108E-01 a        86     0     5     1     6
 -1.3281277501938155E-02 a        87     0     5     1     7
 -1.3002259882152672E-01 a        88     0     5     1     8
