################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.1732249022859022E-01 a         1     0     1     1     1
  5.1206036208075312E-01 a         2     0     1     1     2
  8.8796645481257486E-01 a         3     0     1     1     3
 -9.0742072778841731E-01 a         4     0     1     1     4
  2.7008044786311003E-01 a         5     0     1     1     5
 -2.7225028633025461E-01 a         6     0     1     1     6
  1.6834482594793010E-01 a         7     0     1     1     7
  1.0414509886264224E-01 a         8     0     1     1     8
 -1.5857314993448218E-01 a         9     0     1     1     9
  8.3599862914874878E-01 a        10     0     1     1    10
  3.6567147000577915E-01 a        11     0     1     1    11
 -1.0270205544328004E+00 a        12     0     1     1    12
 -1.0090227385533446E+00 a        13     0     1     1    13
 -6.5070598013763248E-01 a        14     0     1     1    14
  4.2709971186216800E-01 a        15     0     1     1    15
  7.0731802131332822E-01 a        16     0     1     1    16
  9.4761431872827095E-01 a        17     0     1     1    17
 -1.5066839910275198E-01 a        18     0     1     1    18
  1.2916279677329551E-01 a        19     0     1     1    19
 -5.6855357747503221E-01 a        20     0     1     1    20
  2.2241582994385939E-01 a        21     0     2     1     1
 -4.0091191449788061E-01 a        22     0     2     1     2
  4.5721819889565457E-01 a        23     0     2     1     3
  3.0294637864681194E-02 a        24     0     2     1     4
  3.6235863543442759E-01 a        25     0     2     1     5
 -6.5590620910203922E-04 a        26     0     2     1     6
  4.2649098655487355E-01 a        27     0     2     1     7
  6.7047961909745646E-01 a        28     0     2     1     8
 -9.0807079422735892E-01 a        29     0     2     1     9
  8.1522263995241062E-01 a        30     0     2     1    10
  2.8023038849777943E-01 a        31     0     2     1    11
 -6.0358196196673963E-01 a        32     0     2     1    12
 -3.0538357736925292E-01 a        33     0     2     1    13
 -5.4399200272665782E-01 a        34     0     2     1    14
  1.1581943111073048E+00 a        35     0     2     1    15
  6.8525871422451298E-02 a        36     0     2     1    16
 -4.3303194278432028E-01 a        37     0     2     1    17
  4.4244607293098626E-01 a        38     0     2     1    18
 -3.2072594083500278E-01 a        39     0     2     1    19
 -3.9423716966732270E-01 a        40     0     2     1    20
 -3.0484987373567907E-01 a        41     0     3     1     1
  1.0644560641869281E-01 a        42     0     3     1     2
 -6.5683381040664429E-02 a        43     0     3     1     3
 -1.3158466584112022E-01 a        44     0     3     1     4
 -9.4182458434773519E-01 a        45     0     3     1     5
  2.9854111246179543E-01 a        46     0     3     1     6
 -3.8516087020570039E-01 a        47     0     3     1     7
 -3.8139769581050698E-01 a        48     0     3     1     8
  6.9256215190324133E-01 a        49     0     3     1     9
 -6.5425763323784292E-01 a        50     0     3     1    10
  6.1052694538944308E-01 a        51     0     3     1    11
 -3.6355013071123127E-02 a        52     0     3     1    12
  7.0119239241962311E-02 a        53     0     3     1    13
 -6.3968958696126976E-01 a        54     0     3     1    14
 -8.7378532449539981E-01 a        55     0     3     1    15
 -2.0500434921360283E-01 a        56     0     3     1    16
  3.5531268011767519E-01 a        57     0     3     1    17
  7.9117737639498559E-02 a        58     0     3     1    18
 -6.9636749661637654E-01 a        59     0     3     1    19
 -1.6980761244072501E-01 a        60     0     3     1    20
  2.6994187466185177E-01 a        61     0     4     1     1
 -1.3691839028983852E-01 a        62     0     4     1     2
  8.0794684845829787E-02 a        63     0     4     1     3
 -6.0378672723950300E-01 a        64     0     4     1     4
  8.9644049795276537E-01 a        65     0     4     1     5
 -2.2161488022201387E-01 a        66     0     4     1     6
 -5.0761264664983474E-01 a        67     0     4     1     7
 -9.1738571202187605E-02 a        68     0     4     1     8
  3.0945168393492389E-01 a        69     0     4     1     9
 -5.0508441768406720E-01 a        70     0     4     1    10
  5.8892105502427905E-01 a        71     0     4     1    11
 -1.9349802255058818E-01 a        72     0     4     1    12
 -5.7284145580864176E-01 a        73     0     4     1    13
  3.4885048710732514E-01 a        74     0     4     1    14
  2.6164547303599273E-01 a        75     0     4     1    15
 -1.0761235610135653E+00 a        76     0     4     1    16
  2.8400149706534338E-02 a        77     0     4     1    17
 -6.1982546059565802E-01 a        78     0     4     1    18
 -1.4274526213853281E-01 a        79     0     4     1    19
 -3.2753451396412260E-02 a        80     0     4     1    20
 -1.6187078807042099E-01 a        81     0     5     1     1
 -1.3152080159310722E-01 a        82     0     5     1     2
 -1.1599001438348909E-01 a        83     0     5     1     3
  6.7259574421461865E-01 a        84     0     5     1     4
 -4.4697720065271040E-01 a        85     0     5     1     5
  7.8909623982398369E-01 a        86     0     5     1     6
 -2.9326597474248092E-02 a        87     0     5     1     7
 -8.0754986942585733E-02 a        88     0     5     1     8
  8.9518527660720759E-01 a        89     0     5     1     9
  2.9041244950125966E-01 a        90     0     5     1    10
 -1.2747861978656807E+00 a        91     0     5     1    11
  3.3636045823899213E-01 a        92     0     5     1    12
 -3.4720551513253362E-01 a        93     0     5     1    13
 -3.4721286881048911E-02 a        94     0     5     1    14
 -4.2338182263257390E-01 a        95     0     5     1    15
 -2.2829604123046174E-01 a        96     0     5     1    16
 -2.7095985836963651E-02 a        97     0     5     1    17
 -1.4609708594289303E-01 a        98     0     5     1    18
  7.8708503410065978E-01 a        99     0     5     1    19
  5.3686926944907309E-01 a       100     0     5     1    20
  3.4857440166005466E-01 a       101     0     6     1     1
  2.1901953962922749E-01 a       102     0     6     1     2
 -1.1929077023347736E+00 a       103     0     6     1     3
  1.0863303181942685E-01 a       104     0     6     1     4
  8.1796478271284487E-02 a       105     0     6     1     5
 -7.8389555350394202E-01 a       106     0     6     1     6
  8.4141672306143811E-01 a       107     0     6     1     7
 -7.0584011221680509E-01 a       108     0     6     1     8
  2.2107693519670082E-01 a       109     0     6     1     9
 -2.8965183441001491E-01 a       110     0     6     1    10
  7.8010796555790241E-01 a       111     0     6     1    11
  1.6351420418088841E-01 a       112     0     6     1    12
 -4.7500727064377646E-01 a       113     0     6     1    13
 -5.7881764167854977E-01 a       114     0     6     1    14
  2.4135966321416298E-02 a       115     0     6     1    15
 -8.4496595466261337E-01 a       116     0     6     1    16
 -3.0988911268136421E-01 a       117     0     6     1    17
  6.3573324686522081E-01 a       118     0     6     1    18
 -1.3232474762747440E-01 a       119     0     6     1    19
 -2.8520180453467037E-01 a       120     0     6     1    20
 -1.4125382477968837E-01 a       121     0     7     1     1
 -9.1681100845168439E-01 a       122     0     7     1     2
  6.3398997090332809E-01 a       123     0     7     1     3
 -1.0071544989013251E-01 a       124     0     7     1     4
  2.8770270559521199E-01 a       125     0     7     1     5
  1.9934249887783265E-01 a       126     0     7     1     6
 -4.9636810946900406E-01 a       127     0     7     1     7
  7.1869353685127058E-01 a       128     0     7     1     8
  3.4363260327195944E-01 a       129     0     7     1     9
  3.0581896861591340E-01 a       130     0     7     1    10
 -9.9932358260483944E-01 a       131     0     7     1    11
  7.2271317350084532E-02 a       132     0     7     1    12
  3.7987777615865387E-01 a       133     0     7     1    13
  3.1948770649831043E-01 a       134     0     7     1    14
 -6.4382451657430229E-01 a       135     0     7     1    15
 -5.8505738892097237E-01 a       136     0     7     1    16
 -5.6059597779597337E-01 a       137     0     7     1    17
 -9.3362969181137692E-02 a       138     0     7     1    18
  5.0391383955866820E-01 a       139     0     7     1    19
 -2.8002976619670555E-01 a       140     0     7     1    20
  1.6985096722361620E-01 a       141     0     8     1     1
  5.4972030639511782E-01 a       142     0     8     1     2
 -7.5186857948850094E-01 a       143     0     8     1     3
 -2.3139120152173745E-01 a       144     0     8     1     4
  4.4491028569066077E-01 a       145     0     8     1     5
 -6.0500276043151613E-01 a       146     0     8     1     6
  6.4895922560111241E-01 a       147     0     8     1     7
 -4.6183795747159362E-01 a       148     0     8     1     8
  2.5630455282737435E-01 a       149     0     8     1     9
  5.2655019387413671E-01 a       150     0     8     1    10
  6.0937381170388882E-01 a       151     0     8     1    11
 -3.3818915649087966E-01 a       152     0     8     1    12
  5.3396554976871635E-01 a       153     0     8     1    13
  5.9443896605441171E-01 a       154     0     8     1    14
  5.4083363879395496E-02 a       155     0     8     1    15
 -5.0709360191635722E-01 a       156     0     8     1    16
 -2.8664460979979162E-01 a       157     0     8     1    17
 -1.1930221203033663E-01 a       158     0     8     1    18
  8.3881447729803160E-01 a       159     0     8     1    19
  3.1303989785308940E-02 a       160     0     8     1    20
  6.5839072060291737E-01 a       161     0     9     1     1
  2.0456811819442089E-01 a       162     0     9     1     2
  9.7038398887491217E-01 a       163     0     9     1     3
 -4.3477277704246736E-01 a       164     0     9     1     4
  7.7526156446558636E-01 a       165     0     9     1     5
 -3.7283220420320995E-01 a       166     0     9     1     6
  8.8987512175743549E-02 a       167     0     9     1     7
 -5.6128520183842928E-02 a       168     0     9     1     8
  5.4606171785245161E-01 a       169     0     9     1     9
  3.8568957924021280E-01 a       170     0     9     1    10
 -6.9155510708239298E-01 a       171     0     9     1    11
 -1.0763666983176845E+00 a       172     0     9     1    12
  4.7250804012712760E-01 a       173     0     9     1    13
  4.9720349100690492E-01 a       174     0     9     1    14
  5.9133800658891200E-01 a       175     0     9     1    15
  7.9247397025703936E-01 a       176     0     9     1    16
 -3.7146137104255134E-01 a       177     0     9     1    17
 -1.2888514140735295E-02 a       178     0     9     1    18
 -8.0228079913881412E-01 a       179     0     9     1    19
  4.3151558104719948E-02 a       180     0     9     1    20
  4.7622110195206385E-01 a       181     0    10     1     1
  5.2145308971260775E-02 a       182     0    10     1     2
 -1.5568398933988759E-01 a       183     0    10     1     3
  9.0424722417397657E-02 a       184     0    10     1     4
  3.9498069323593638E-01 a       185     0    10     1     5
 -4.3455189519200038E-01 a       186     0    10     1     6
  4.0146122445291521E-01 a       187     0    10     1     7
  5.9283824750192904E-01 a       188     0    10     1     8
 -2.5768486589604578E-01 a       189     0    10     1     9
 -2.9932379399003273E-01 a       190     0    10     1    10
 -4.3467781459861227E-01 a       191     0    10     1    11
  6.2013019292507787E-01 a       192     0    10     1    12
 -2.8011302135092897E-01 a       193     0    10     1    13
 -7.4210517812938903E-01 a       194     0    10     1    14
  2.4805393572526299E-01 a       195     0    10     1    15
 -5.0652042037788114E-02 a       196     0    10     1    16
 -2.7612620561175300E-01 a       197     0    10     1    17
 -8.5224689444702781E-02 a       198     0    10     1    18
 -2.0164106978168975E-01 a       199     0    10     1    19
 -7.3835744680620052E-01 a       200     0    10     1    20
  7.3624524678218384E-01 a       201     0    11     1     1
 -4.6863189487955770E-01 a       202     0    11     1     2
 -1.3499216960006138E-01 a       203     0    11     1     3
  3.4440351464860092E-01 a       204     0    11     1     4
 -7.2221240056571967E-01 a       205     0    11     1     5
 -9.2493468646968946E-02 a       206     0    11     1     6
  2.3082431563695152E-01 a       207     0    11     1     7
 -4.3515420474293531E-01 a       208     0    11     1     8
  9.2985496397461856E-02 a       209     0    11     1     9
 -2.5087791556741340E-01 a       210     0    11     1    10
  5.5718952744603945E-01 a       211     0    11     1    11
  4.1725157765225684E-01 a       212     0    11     1    12
 -1.0289482247604502E-01 a       213     0    11     1    13
  5.2783244309515875E-01 a       214     0    11     1    14
 -2.1820116730807379E-01 a       215     0    11     1    15
 -2.1488417339611487E-01 a       216     0    11     1    16
 -2.9507784879011917E-01 a       217     0    11     1    17
  4.4794742969644069E-01 a       218     0    11     1    18
  5.4380102158603012E-02 a       219     0    11     1    19
  4.7493122720109804E-01 a       220     0    11     1    20
  3.0719577429697709E-01 a       221     0    12     1     1
  5.4240953239976797E-01 a       222     0    12     1     2
 -9.6949405349668727E-02 a       223     0    12     1     3
  6.8384227071824943E-01 a       224     0    12     1     4
  4.9133507919193858E-01 a       225     0    12     1     5
 -4.9646861236691209E-01 a       226     0    12     1     6
  4.9937208353971481E-02 a       227     0    12     1     7
  5.6813139616619224E-01 a       228     0    12     1     8
  3.3169866092801126E-01 a       229     0    12     1     9
 -1.0213907253392211E-01 a       230     0    12     1    10
 -5.8122827388927756E-01 a       231     0    12     1    11
 -7.1178297110216490E-02 a       232     0    12     1    12
 -1.6764080068518042E-01 a       233     0    12     1    13
  1.6935645144796002E-01 a       234     0    12     1    14
  2.2289996538873091E-01 a       235     0    12     1    15
  1.5415307295278757E-01 a       236     0    12     1    16
 -5.5303006345321071E-01 a       237     0    12     1    17
 -6.3105354529386770E-01 a       238     0    12     1    18
 -8.7656931569994534E-01 a       239     0    12     1    19
  2.6672416060890303E-01 a       240     0    12     1    20
 -6.0226618051262881E-01 a       241     0    13     1     1
  5.2026665163363428E-01 a       242     0    13     1     2
  1.4933634935163581E-01 a       243     0    13     1     3
  4.2983406560988435E-01 a       244     0    13     1     4
  7.0484796852236420E-01 a       245     0    13     1     5
  1.4562042134110667E-01 a       246     0    13     1     6
 -4.4998284693215090E-01 a       247     0    13     1     7
  3.2530634231692196E-01 a       248     0    13     1     8
 -2.6700314477690007E-01 a       249     0    13     1     9
 -1.8579280138270926E-02 a       250     0    13     1    10
 -1.3916677350201120E-01 a       251     0    13     1    11
 -3.5083853683196786E-01 a       252     0    13     1    12
 -3.1177993323645781E-01 a       253     0    13     1    13
  4.4219445031737459E-01 a       254     0    13     1    14
 -3.9602759659689479E-01 a       255     0    13     1    15
  3.9020718537945759E-01 a       256     0    13     1    16
  2.9730840158658639E-01 a       257     0    13     1    17
 -4.6848536854042833E-01 a       258     0    13     1    18
  7.3537565896124105E-02 a       259     0    13     1    19
  3.6453345779614993E-01 a       260     0    13     1    20
  8.5117422669845094E-02 a       261     0    14     1     1
  1.3625637469081209E-01 a       262     0    14     1     2
 -9.2974366680372469E-02 a       263     0    14     1     3
 -4.0293282326385592E-02 a       264     0    14     1     4
  8.1880877426414134E-01 a       265     0    14     1     5
 -1.2351818389685000E-01 a       266     0    14     1     6
 -5.3188316678810688E-01 a       267     0    14     1     7
 -6.2629084089306467E-02 a       268     0    14     1     8
  4.9189007710332261E-01 a       269     0    14     1     9
 -7.8315314029682415E-01 a       270     0    14     1    10
  9.0589700142913099E-01 a       271     0    14     1    11
 -5.6436768446255370E-01 a       272     0    14     1    12
  1.6926005048376205E-01 a       273     0    14     1    13
  7.4280057630281437E-01 a       274     0    14     1    14
  8.8537823145059813E-02 a       275     0    14     1    15
  4.2828379464955515E-03 a       276     0    14     1    16
 -2.8067738338335829E-01 a       277     0    14     1    17
 -6.6387629800498824E-02 a       278     0    14     1    18
  6.4709450211647235E-01 a       279     0    14     1    19
 -3.5073609924881782E-01 a       280     0    14     1    20
  3.2852451771836000E-01 b       281     1     1
 -7.2165055208153736E-02 b       282     1     2
  8.2843812190117583E-01 b       283     1     3
 -6.2412894780963879E-01 b       284     1     4
 -1.0863934639107469E+00 b       285     1     5
 -1.8190605999829665E+00 b       286     1     6
 -3.2960347294083342E-01 b       287     1     7
 -1.3001432494437501E+00 b       288     1     8
 -1.3027636272359953E+00 b       289     1     9
 -5.1372258816359284E-01 b       290     1    10
  1.6351240200973984E+00 b       291     1    11
  7.3503387635762807E-01 b       292     1    12
  4.5597313646974896E-01 b       293     1    13
  1.4266348918897624E+00 b       294     1    14
  1.3964346534654710E+00 b       295     1    15
  8.6857223985364140E-01 b       296     1    16
  4.7108763605250237E-02 b       297     1    17
  1.6111769712300874E+00 b       298     1    18
  1.9811119741348797E-02 b       299     1    19
  1.1139539056977035E+00 b       300     1    20
  2.2794403867042218E-01 a       301     1     1     2     1
