################################################################################
# Symmetry function scaling data.
################################################################################
# Col  Name     Description
################################################################################
# 1    e_index  Element index.
# 2    sf_index Symmetry function index.
# 3    sf_min   Symmetry function minimum.
# 4    sf_max   Symmetry function maximum.
# 5    sf_mean  Symmetry function mean.
# 6    sf_sigma Symmetry function sigma.
#########################################################################################################################
#        1          2                        3                        4                        5                        6
#  e_index   sf_index                   sf_min                   sf_max                  sf_mean                 sf_sigma
#########################################################################################################################
         1          1   8.5178565187342556E-02   2.8442876174161835E+00   1.7517546073087269E+00   6.4878875425118621E-01
         1          2   6.8331408291564277E-01   2.5286328638147904E+00   2.1978946124834877E+00   3.4941826170189405E-01
         1          3   7.6977893334520364E-01   3.7568379087260784E+00   1.7227776640419095E+00   5.7500287982613896E-01
         1          4   1.3803221539126782E+00   5.7035195595085639E+00   2.6481886694565189E+00   7.5950258562879525E-01
         1          5   3.7844680483055826E+00   6.3999211824673417E+00   5.3599983322931832E+00   4.2829483256748963E-01
         1          6   3.7049688526880868E+00   7.7753794019567817E+00   6.3044456768359254E+00   8.0096063109090554E-01
         1          7   2.6521255482373962E+00   4.4967563677797786E+00   4.0250592487619752E+00   3.3057644363876454E-01
         1          8   1.4629086207272592E+00   2.1816219752996702E+00   1.6700906906573214E+00   1.1290711041456564E-01
         1          9   4.4366795948543652E-01   8.5812875872320582E-01   5.8240950265489255E-01   6.7495960250056261E-02
         1         10   1.2442866227944663E-01   2.2258568286281799E-01   1.6227007457434434E-01   1.5231635073668662E-02
         1         11   4.2864984208798734E-01   2.3364661177787132E+00   1.2543589843979683E+00   3.4593129649264154E-01
         1         12   1.3800863906147212E+00   4.2318465946056687E+00   3.0466024361422268E+00   5.3030450782730187E-01
         1         13   6.4349552154852982E-02   1.0698400414392197E+00   3.4125726944236839E-01   1.4801285556138702E-01
         1         14   8.2742258425631521E-01   3.0028921842938301E+00   1.8680434479490093E+00   3.8457544940116073E-01
