    64
 12    0.1802200163   1.0514632834   2.8319436361   4.3024478185   4.7163401493   4.3433801353   3.2750017962   1.8027031074   0.6643810595   0.1582912908   0.6191079776   1.7769436609   0.1252263312   1.0765177142
 12    0.2325164485   0.9992418011   2.3287677502   3.7858266984   4.8387472627   4.5497526094   3.2602102250   1.8027827647   0.6965603290   0.1726204732   0.5324019844   1.5516935143   0.1039364699   0.9457684706
 12    0.6894789516   1.7577696916   2.9354168486   3.9542521362   4.6693257210   4.4966570403   3.2448738967   1.6371594904   0.5883486246   0.1551127132   0.9986672292   2.1526730586   0.2797418102   1.2202726736
 12    0.3817794619   1.4153740758   2.8025477725   3.5280102580   4.0486107113   4.3882470587   3.5061306801   1.8874234448   0.6919837458   0.1651659499   0.6864381592   1.6568485876   0.1839066869   0.9817973937
 12    0.2069842306   1.1423906290   2.9141472187   4.2246331534   4.5484330999   4.1714051047   3.1032069231   1.7480761721   0.7000272951   0.1824331927   0.6454676730   1.7738174742   0.1284772635   1.0821049213
 12    0.3389180556   1.1593316910   2.4576578069   4.0545432000   5.2256964153   4.6756973231   3.0071800222   1.6052695778   0.6693297073   0.1815020261   0.6565468754   1.7832762100   0.1504736436   1.0706312185
 12    0.5372924817   1.3687740113   2.7442187533   4.1864263944   4.8449582615   4.4844138583   3.1957536831   1.7443823003   0.6857134208   0.1686900194   0.7853232818   2.0467673637   0.2115370940   1.2549461339
 12    0.4642379080   1.5165072634   3.1639430778   4.1174444560   4.4212624134   4.4601068776   3.3314596089   1.6698774010   0.5951083994   0.1522432094   0.8515068637   2.0888059517   0.2041209453   1.2296374085
 12    0.1806931834   0.9502433848   2.7980792369   4.6852260987   5.0907362722   4.2827581656   2.9051673920   1.6347824175   0.6951725142   0.1829775449   0.6290295069   1.8750493318   0.1254006863   1.1479238961
 12    0.8209268641   1.7944932884   2.5780803657   3.6461660923   4.6767094742   4.6022014669   3.2831038700   1.6687876821   0.6254958692   0.1647156710   0.9685371295   2.0665977197   0.2712932440   1.1848244458
 12    0.8093160029   1.8051030983   2.4928225694   3.2484520312   4.1082394220   4.2533592015   3.2676929979   1.8365464242   0.7265341590   0.1814632982   0.9031830088   1.7557941972   0.2755418394   0.9782459868
 12    0.1250435908   0.7107675455   2.1028969591   3.9028316957   4.9950648155   4.5443560864   3.2387165626   1.8180315754   0.7098431353   0.1742558875   0.4298878059   1.4524060220   0.0643495522   0.9059852173
 12    0.5543419136   1.5695955913   2.6302565805   3.6788931532   4.6374566806   4.6458559137   3.3200489372   1.7018172445   0.6332072512   0.1580738484   0.7931476005   1.8696655124   0.2071691693   1.0787338749
 12    0.4638211921   1.2565939564   2.4847295614   4.0069120405   4.8424659091   4.2793306230   3.0892460176   1.7852211194   0.7194459262   0.1807131272   0.6899368012   1.7894131630   0.1500366079   1.0498515884
 12    0.6598744811   1.6194127384   2.7427413971   3.4180326230   3.7844680483   4.1185750644   3.4105425948   1.8916109020   0.7216593170   0.1852046134   0.8035988795   1.7534863201   0.2146358805   1.0189587591
 12    0.4972883534   1.4884916314   2.7923423433   3.9375437627   4.7346811834   4.5030621701   3.1691619978   1.6830862707   0.6651894999   0.1726936010   0.7656179672   2.0587564921   0.2030155267   1.2627115507
 12    0.6659694256   1.8025805329   2.9373387828   4.0953195131   4.9487233271   4.4846509028   2.9486135231   1.5585760176   0.6426066138   0.1736281511   1.0002485372   2.2422882215   0.2594458108   1.2823239034
 12    0.5467652612   1.3258749695   2.3985110022   3.8777194289   4.8528803601   4.4459640479   3.0859533030   1.7343672755   0.7073847751   0.1787292917   0.7318011127   1.7772024414   0.1685746646   1.0196668033
 12    0.1284931753   0.7742341338   2.4292197993   4.2747570279   4.9186449792   4.4630272958   3.1385263760   1.6586813252   0.6681498379   0.1804350897   0.4966016704   1.5975285331   0.0893229779   0.9967785408
 12    0.5070716032   1.1020731834   1.8662881429   3.4337141721   4.9415976332   4.7306577182   3.2277477573   1.7364752114   0.6975097713   0.1806658611   0.5268089100   1.5595946135   0.1112584457   0.9577871096
 12    0.6141920173   1.2490481054   2.2921113378   4.0771501484   5.2824722413   4.5891489599   3.0110633872   1.6264128255   0.6734659686   0.1810713682   0.7320226230   1.9368123426   0.1605187834   1.1314157341
 12    0.7317566103   1.5525893231   2.8369259533   4.3307050785   4.9857820645   4.3739885670   3.0194863306   1.5979204167   0.6252796664   0.1641998747   1.0172263114   2.2443422697   0.2589345607   1.2481188961
 12    0.2817381365   1.1105772401   2.4116006362   3.9065007238   5.0081861490   4.6339166740   3.2174131595   1.7120561909   0.6629031314   0.1698943759   0.5882560626   1.6790538444   0.1405522765   1.0269890401
 12    0.7136200779   1.2234932759   1.9140198103   3.2199614823   4.5486197412   4.7283006901   3.4732047757   1.7978943046   0.6696463100   0.1690188760   0.6721114175   1.5338405522   0.1669466966   0.8813281343
 12    0.4415396154   1.4003610816   2.6786140275   3.8962642375   4.4364587099   4.1526522838   3.1507469818   1.8013483322   0.7234946407   0.1837032593   0.6953143151   1.8132580024   0.1500230913   1.0819081436
 12    0.6091556853   1.5540902417   2.4993112738   3.2470062565   4.3913146279   4.8428668297   3.5414511965   1.7755231332   0.6276539866   0.1499667068   0.6900963290   1.8959936029   0.1428008032   1.1311597770
 12    0.1883534126   1.0595674061   2.8312500415   4.3228914360   4.8213948297   4.3923986826   3.0426499013   1.5982358146   0.6533511652   0.1835484667   0.6111679565   1.8497677617   0.1135636961   1.1422633417
 12    0.3323838495   1.1311622241   2.3279082076   3.8749161384   5.0369030537   4.5668738718   3.1233532210   1.7321326740   0.6786203671   0.1647867933   0.6000978384   1.6573303364   0.1225687762   0.9900603175
 12    0.2270323353   1.1068443611   2.6798318480   3.9856308068   4.5409780718   4.3785460435   3.2332022129   1.7182336021   0.6804755973   0.1833948904   0.6005737209   1.6452407880   0.1244353562   0.9909369823
 12    0.9224930408   1.7821927001   2.3385816482   3.2234120131   4.5608004684   4.8063048809   3.4357867024   1.7273004715   0.6171904152   0.1528844551   0.9423328210   1.9367527660   0.2448122937   1.0626157927
 12    0.7940639473   1.6526667936   2.3643584416   3.6797485587   5.0528892232   4.7041758300   3.0860015707   1.6215832320   0.6663654301   0.1767069261   0.9089594350   1.9798996219   0.2300126187   1.1477348996
