begin
comment  i =     4050, time =     2025.000, E =       -56.1519284961
lattice   1.3185243000000000E+01   0.0000000000000000E+00   0.0000000000000000E+00
lattice  -6.5926210000000003E+00   1.1418755000000001E+01   0.0000000000000000E+00
lattice   0.0000000000000000E+00   0.0000000000000000E+00   1.0588164000000001E+01
atom  -2.2890100000000063E-01   3.6767320000000008E+00   2.7933360000000000E+00 Mg   0.0000000000000000E+00   0.0000000000000000E+00   4.2410000000000000E-03   4.0400000000000001E-04  -4.9439999999999996E-03
atom   2.8837690000000000E+00   1.3468050000000003E+00   8.0216600000000007E+00 Mg   0.0000000000000000E+00   0.0000000000000000E+00  -1.6730000000000000E-03   4.6129999999999999E-03  -7.7489999999999998E-03
atom   6.1698400000000007E+00   2.9761790000000006E+00   3.0985980000000004E+00 Mg   0.0000000000000000E+00   0.0000000000000000E+00   3.6920000000000000E-03   1.3424000000000000E-02  -8.9390000000000008E-03
atom   8.7575109999999992E+00   1.1798020000000002E+00   7.8195040000000002E+00 Mg   0.0000000000000000E+00   0.0000000000000000E+00   1.8959999999999999E-03   3.1649999999999998E-03  -1.2830000000000001E-03
atom  -4.5732499999999943E-01   3.6350260000000003E+00   2.3368660000000001E+00 Mg   0.0000000000000000E+00   0.0000000000000000E+00  -3.3600000000000001E-03  -5.2899999999999996E-04   4.1440000000000001E-03
atom   1.3588579999999995E+00   2.1271110000000006E+00   7.9678750000000003E+00 Mg   0.0000000000000000E+00   0.0000000000000000E+00   1.5528000000000000E-02   4.2550000000000001E-03  -1.2154999999999999E-02
atom   5.6496069999999987E+00   3.9409420000000011E+00   2.7464130000000000E+00 Mg   0.0000000000000000E+00   0.0000000000000000E+00  -3.3070000000000000E-03  -4.7679999999999997E-03  -2.5669999999999998E-03
atom   8.8994010000000010E+00   1.4706960000000002E+00   7.6219900000000012E+00 Mg   0.0000000000000000E+00   0.0000000000000000E+00  -5.9290000000000002E-03   1.0995000000000000E-02  -1.0485000000000000E-02
atom  -3.7984380000000013E+00   9.4073660000000014E+00   2.5510139999999999E+00 Mg   0.0000000000000000E+00   0.0000000000000000E+00   9.7310000000000001E-03  -1.1698999999999999E-02  -2.1589999999999999E-03
atom  -2.4287000000000617E-02   7.2797140000000011E+00   7.1036420000000007E+00 Mg   0.0000000000000000E+00   0.0000000000000000E+00  -7.6000000000000004E-05   1.4989999999999999E-03   8.6110000000000006E-03
atom   3.0629529999999976E+00   9.1102550000000022E+00   2.3567840000000002E+00 Mg   0.0000000000000000E+00   0.0000000000000000E+00  -5.8799999999999998E-04  -4.0200000000000001E-04  -8.2979999999999998E-03
atom   6.0340349999999994E+00   8.1726159999999997E+00   7.1381930000000002E+00 Mg   0.0000000000000000E+00   0.0000000000000000E+00  -1.3339999999999999E-03  -4.8739999999999999E-03   6.6000000000000000E-03
atom  -3.8217730000000025E+00   8.6246530000000021E+00   2.3606120000000002E+00 Mg   0.0000000000000000E+00   0.0000000000000000E+00  -4.9610000000000001E-03   3.8739999999999998E-03  -8.0680000000000005E-03
atom  -1.4795699999999978E+00   6.7815310000000011E+00   7.4834300000000002E+00 Mg   0.0000000000000000E+00   0.0000000000000000E+00   2.7789999999999998E-03   2.2800000000000001E-04  -3.5239999999999998E-03
atom   1.8496709999999987E+00   9.2176980000000022E+00   2.4425290000000000E+00 Mg   0.0000000000000000E+00   0.0000000000000000E+00   8.0789999999999994E-03  -6.8269999999999997E-03  -9.7400000000000004E-04
atom   5.5507879999999981E+00   7.0203550000000012E+00   7.4150660000000013E+00 Mg   0.0000000000000000E+00   0.0000000000000000E+00  -7.7700000000000002E-04  -1.7420000000000001E-03  -2.5000000000000001E-04
atom   6.4050299999999849E-01   2.6748710000000027E+00   2.4541200000000001E+00 Mg   0.0000000000000000E+00   0.0000000000000000E+00  -8.5450000000000005E-03   1.5450000000000000E-02   2.3830000000000001E-03
atom   3.8873429999999991E+00   1.2464400000000022E+00   7.7151339999999999E+00 Mg   0.0000000000000000E+00   0.0000000000000000E+00  -1.1627999999999999E-02   7.6800000000000002E-04  -9.5610000000000001E-03
atom   6.5014259999999986E+00   3.2129000000000008E+00   2.4519000000000002E+00 Mg   0.0000000000000000E+00   0.0000000000000000E+00   4.2760000000000003E-03  -3.7559999999999998E-03  -6.8750000000000000E-03
