################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  6.1467437051607854E-01 a         1     0     1     1     1
  6.4332514472943003E-01 a         2     0     1     1     2
 -8.8159632011346112E-01 a         3     0     1     1     3
 -6.6480880112709562E-01 a         4     0     1     1     4
  5.4128288180168493E-01 a         5     0     1     1     5
  9.6208655324889891E-01 a         6     0     1     1     6
 -2.6329612072439779E-01 a         7     0     1     1     7
  3.0735780296933352E-01 a         8     0     1     1     8
 -1.1308500575926443E+00 a         9     0     1     1     9
 -1.8270575831090249E-02 a        10     0     1     1    10
  2.7038863593219559E-01 a        11     0     1     1    11
  5.2141760608834881E-02 a        12     0     1     1    12
  1.3469581497970802E+00 a        13     0     1     1    13
 -4.5460013730368803E-01 a        14     0     1     1    14
 -4.8835705550878522E-01 a        15     0     1     1    15
  7.5819311847786619E-01 a        16     0     1     1    16
  2.7602561702579143E-01 a        17     0     1     1    17
  1.0096091569207713E-01 a        18     0     1     1    18
 -2.4489579104597572E-01 a        19     0     1     1    19
 -6.8112271071911146E-01 a        20     0     1     1    20
 -5.7909831006489587E-01 a        21     0     2     1     1
  7.2484063898534334E-01 a        22     0     2     1     2
  2.8231984733126853E-01 a        23     0     2     1     3
 -9.3212121249315960E-01 a        24     0     2     1     4
 -1.4216174488847358E-01 a        25     0     2     1     5
 -4.1544472122589066E-01 a        26     0     2     1     6
 -5.7588067967195944E-01 a        27     0     2     1     7
 -5.2692956756966125E-01 a        28     0     2     1     8
 -3.1980005080840429E-01 a        29     0     2     1     9
 -3.2977719194384636E-01 a        30     0     2     1    10
 -1.7617065913122840E-01 a        31     0     2     1    11
 -4.6395631080236283E-01 a        32     0     2     1    12
  1.2338629305769619E+00 a        33     0     2     1    13
 -4.0070465693090396E-01 a        34     0     2     1    14
 -4.8912526066045364E-01 a        35     0     2     1    15
  1.2845851369317149E-01 a        36     0     2     1    16
 -4.9803547080935415E-02 a        37     0     2     1    17
 -7.4777541687435745E-01 a        38     0     2     1    18
  6.0314051991574635E-02 a        39     0     2     1    19
