################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  5.3546127176152114E-01 a         1     0     1     1     1
  6.0811863262473309E-01 a         2     0     1     1     2
 -8.5796388979941496E-01 a         3     0     1     1     3
 -6.3602017129710942E-01 a         4     0     1     1     4
  4.9276095371915901E-01 a         5     0     1     1     5
  9.5629359727464769E-01 a         6     0     1     1     6
 -2.6109241925851578E-01 a         7     0     1     1     7
  2.9141439930970225E-01 a         8     0     1     1     8
 -1.0737734587651033E+00 a         9     0     1     1     9
 -2.7214990483997351E-02 a        10     0     1     1    10
  2.6005945377771500E-01 a        11     0     1     1    11
  6.0461332388584879E-02 a        12     0     1     1    12
  1.2715706870940593E+00 a        13     0     1     1    13
 -4.7308571440295705E-01 a        14     0     1     1    14
 -4.7151294725278153E-01 a        15     0     1     1    15
  7.1571715649580170E-01 a        16     0     1     1    16
  2.6290276291758380E-01 a        17     0     1     1    17
  7.4017179079722301E-02 a        18     0     1     1    18
 -2.5336344168404895E-01 a        19     0     1     1    19
 -6.7968589296529736E-01 a        20     0     1     1    20
 -6.0788696423556932E-01 a        21     0     2     1     1
  7.2909119718294635E-01 a        22     0     2     1     2
  3.1148103538190636E-01 a        23     0     2     1     3
 -9.5821122759315591E-01 a        24     0     2     1     4
 -1.8235320000529115E-01 a        25     0     2     1     5
 -4.5941217755291208E-01 a        26     0     2     1     6
 -5.7426948855400761E-01 a        27     0     2     1     7
 -5.4617608475115553E-01 a        28     0     2     1     8
 -3.0377149805292619E-01 a        29     0     2     1     9
 -3.3449793278869544E-01 a        30     0     2     1    10
 -1.8422145629015890E-01 a        31     0     2     1    11
 -5.0089234352549894E-01 a        32     0     2     1    12
  1.2261680077705206E+00 a        33     0     2     1    13
 -3.5722192513927686E-01 a        34     0     2     1    14
 -4.7085700867803937E-01 a        35     0     2     1    15
  1.3837985948850950E-01 a        36     0     2     1    16
 -2.9426328290377803E-02 a        37     0     2     1    17
 -7.2215894840993822E-01 a        38     0     2     1    18
  1.1247566910763752E-01 a        39     0     2     1    19
 -1.4347232725521733E-01 a        40     0     2     1    20
  1.0824883568516577E-01 a        41     0     3     1     1
 -5.5466837769916633E-01 a        42     0     3     1     2
 -2.1397451145764282E-01 a        43     0     3     1     3
  4.0788190306594269E-01 a        44     0     3     1     4
 -1.8699356110824830E-01 a        45     0     3     1     5
 -5.1138940698576241E-01 a        46     0     3     1     6
  1.0618780680202849E-01 a        47     0     3     1     7
  3.2061052141119734E-01 a        48     0     3     1     8
 -3.3765839452682983E-01 a        49     0     3     1     9
  3.3245861322187342E-01 a        50     0     3     1    10
  8.0576073754460142E-01 a        51     0     3     1    11
  7.6026717648308340E-01 a        52     0     3     1    12
 -3.5049095650126744E-01 a        53     0     3     1    13
  1.7464332570871924E-01 a        54     0     3     1    14
  4.8464167340095066E-01 a        55     0     3     1    15
  1.1111917515720258E+00 a        56     0     3     1    16
  8.7506753518174085E-01 a        57     0     3     1    17
 -6.8661907495418550E-01 a        58     0     3     1    18
  1.9171418537620297E-01 a        59     0     3     1    19
  4.8079802181437231E-01 a        60     0     3     1    20
  1.0862666866035025E+00 a        61     0     4     1     1
  1.2377532594957422E-01 a        62     0     4     1     2
 -3.8229355549435612E-01 a        63     0     4     1     3
  6.0180467923472514E-01 a        64     0     4     1     4
  1.0252826764101701E+00 a        65     0     4     1     5
  8.4755481883223271E-01 a        66     0     4     1     6
  5.8733904918498370E-01 a        67     0     4     1     7
 -2.2897583170007163E-01 a        68     0     4     1     8
 -5.8152864147365191E-01 a        69     0     4     1     9
  4.2283194665241974E-01 a        70     0     4     1    10
 -1.0192593070691973E+00 a        71     0     4     1    11
  6.2570083737799276E-01 a        72     0     4     1    12
  1.2322395823795591E+00 a        73     0     4     1    13
 -1.3784839336691676E-01 a        74     0     4     1    14
  7.9865403755012165E-01 a        75     0     4     1    15
 -4.2484239968126447E-01 a        76     0     4     1    16
  3.9804078685048161E-01 a        77     0     4     1    17
 -1.6451488135198572E-01 a        78     0     4     1    18
  4.5484141542386664E-01 a        79     0     4     1    19
  1.8550384788265001E-01 a        80     0     4     1    20
  3.7737615640035797E-02 a        81     0     5     1     1
 -6.3937072617972296E-02 a        82     0     5     1     2
  1.7875463836545666E-01 a        83     0     5     1     3
  3.3177881076953203E-01 a        84     0     5     1     4
 -6.9016255602183352E-01 a        85     0     5     1     5
 -2.6466850707400191E-01 a        86     0     5     1     6
 -1.1316795866105673E+00 a        87     0     5     1     7
  2.1569590635475316E-01 a        88     0     5     1     8
 -5.6903015354827269E-01 a        89     0     5     1     9
  1.7411055208167878E-01 a        90     0     5     1    10
 -5.1360252565380038E-01 a        91     0     5     1    11
  2.7670270291828553E-01 a        92     0     5     1    12
  3.4904365834718482E-01 a        93     0     5     1    13
 -2.7647700765280725E-01 a        94     0     5     1    14
 -2.5478182267877220E-01 a        95     0     5     1    15
  1.3513159336407929E-01 a        96     0     5     1    16
 -1.2738877042784662E+00 a        97     0     5     1    17
  5.3400859325803030E-01 a        98     0     5     1    18
 -2.3038685240309015E-01 a        99     0     5     1    19
 -3.3501122700882091E-01 a       100     0     5     1    20
 -6.9536587448924025E-01 a       101     0     6     1     1
 -2.9505058256726424E-01 a       102     0     6     1     2
 -4.9344108605490716E-01 a       103     0     6     1     3
  8.8627678703942725E-01 a       104     0     6     1     4
  5.2188159650956778E-01 a       105     0     6     1     5
 -3.6564400585212875E-01 a       106     0     6     1     6
 -1.5706467846872899E-01 a       107     0     6     1     7
 -1.3304820079705121E-01 a       108     0     6     1     8
  3.6177405960217429E-01 a       109     0     6     1     9
 -7.3235938608698287E-02 a       110     0     6     1    10
  3.9704279837477835E-01 a       111     0     6     1    11
 -6.5457467497406974E-01 a       112     0     6     1    12
 -4.8107470060228397E-01 a       113     0     6     1    13
  2.6603642862399979E-01 a       114     0     6     1    14
 -9.7001111945702878E-01 a       115     0     6     1    15
 -1.7295644474093458E-01 a       116     0     6     1    16
  1.9616501256734595E-01 a       117     0     6     1    17
  5.4796788005389085E-01 a       118     0     6     1    18
 -1.8645998001505421E-01 a       119     0     6     1    19
 -2.5506814018294804E-01 a       120     0     6     1    20
  9.7117520106870314E-01 a       121     0     7     1     1
  6.4374903895393776E-01 a       122     0     7     1     2
 -2.4192024053735398E-01 a       123     0     7     1     3
  7.7089748095838795E-02 a       124     0     7     1     4
 -2.5441079815281753E-01 a       125     0     7     1     5
 -3.7099394257335666E-01 a       126     0     7     1     6
 -6.2525141824817637E-02 a       127     0     7     1     7
 -1.0023391387260496E+00 a       128     0     7     1     8
  1.9082207443889551E-01 a       129     0     7     1     9
  2.5506310220586736E-01 a       130     0     7     1    10
 -6.5236203627745704E-01 a       131     0     7     1    11
 -5.3701604361569910E-01 a       132     0     7     1    12
  7.2168770920607328E-01 a       133     0     7     1    13
  4.4217626372387403E-01 a       134     0     7     1    14
  1.3686419614855072E+00 a       135     0     7     1    15
 -5.8383923058922105E-01 a       136     0     7     1    16
 -4.3390827456834780E-01 a       137     0     7     1    17
 -4.8330377662151125E-01 a       138     0     7     1    18
  2.5196624621021119E-01 a       139     0     7     1    19
 -4.4993628761238530E-01 a       140     0     7     1    20
 -2.3774520908491598E-01 a       141     0     8     1     1
  4.9474348370613486E-02 a       142     0     8     1     2
 -4.1835084940263839E-01 a       143     0     8     1     3
 -1.9401278453655493E-01 a       144     0     8     1     4
  4.2701680930700453E-01 a       145     0     8     1     5
 -1.8093306001348902E-01 a       146     0     8     1     6
 -4.8150031106764318E-01 a       147     0     8     1     7
 -9.1430875949546331E-01 a       148     0     8     1     8
  5.2954103397480112E-01 a       149     0     8     1     9
  8.0244131821730513E-01 a       150     0     8     1    10
 -5.2271771403599576E-01 a       151     0     8     1    11
 -4.9440237221851563E-01 a       152     0     8     1    12
 -9.1975532698936713E-02 a       153     0     8     1    13
 -3.3853907911502007E-01 a       154     0     8     1    14
 -6.4521197541087150E-01 a       155     0     8     1    15
 -2.2537324595143821E-01 a       156     0     8     1    16
  5.0435179008849573E-01 a       157     0     8     1    17
  5.8170187432722065E-01 a       158     0     8     1    18
  1.4879613709374798E-03 a       159     0     8     1    19
  5.4654838626328306E-01 a       160     0     8     1    20
  1.2465232083931063E-01 a       161     0     9     1     1
 -6.4508579314753278E-01 a       162     0     9     1     2
  2.5996577715758618E-01 a       163     0     9     1     3
  1.3595956400362708E-01 a       164     0     9     1     4
 -4.1537395726100845E-01 a       165     0     9     1     5
 -1.3847929770762105E-01 a       166     0     9     1     6
 -1.1199994563860205E-01 a       167     0     9     1     7
 -1.5745726907534782E-01 a       168     0     9     1     8
