################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  5.0225335647092029E-01 a         1     0     1     1     1
  5.8854816740826521E-01 a         2     0     1     1     2
 -8.5757776082217141E-01 a         3     0     1     1     3
 -6.2139417202588565E-01 a         4     0     1     1     4
  4.9210218075707279E-01 a         5     0     1     1     5
  9.5259080823712106E-01 a         6     0     1     1     6
 -2.6006942922046572E-01 a         7     0     1     1     7
  2.9699241937408283E-01 a         8     0     1     1     8
 -1.0758689708794311E+00 a         9     0     1     1     9
 -2.3741140363000370E-02 a        10     0     1     1    10
  2.3860498600124905E-01 a        11     0     1     1    11
  5.3986954113131300E-02 a        12     0     1     1    12
  1.2606628147642758E+00 a        13     0     1     1    13
 -4.7898022338670976E-01 a        14     0     1     1    14
 -4.4841130143976965E-01 a        15     0     1     1    15
  7.2502473250856503E-01 a        16     0     1     1    16
  2.6956325843357104E-01 a        17     0     1     1    17
  6.7276649970394509E-02 a        18     0     1     1    18
 -2.4265012200970534E-01 a        19     0     1     1    19
 -6.6301308489563127E-01 a        20     0     1     1    20
 -5.9378560752878906E-01 a        21     0     2     1     1
  7.2725564255466357E-01 a        22     0     2     1     2
  3.3169272592293886E-01 a        23     0     2     1     3
 -9.3833026697869215E-01 a        24     0     2     1     4
 -1.8809767137872749E-01 a        25     0     2     1     5
 -4.6297800654027321E-01 a        26     0     2     1     6
 -5.6877546184069305E-01 a        27     0     2     1     7
 -5.4083985766500120E-01 a        28     0     2     1     8
 -3.0605308078032950E-01 a        29     0     2     1     9
 -3.4542594988328290E-01 a        30     0     2     1    10
 -2.0256289719503059E-01 a        31     0     2     1    11
 -5.1057417905709168E-01 a        32     0     2     1    12
  1.2272991273873242E+00 a        33     0     2     1    13
 -3.4625511462092162E-01 a        34     0     2     1    14
 -4.7800336718399011E-01 a        35     0     2     1    15
  1.2889799105466565E-01 a        36     0     2     1    16
 -3.1452842787735913E-02 a        37     0     2     1    17
