################################################################################
# Kalman filter status report.
################################################################################
# Col  Name     Description
################################################################################
# 1    epoch    Training epoch.
# 2    nupdates Number of updates performed.
# 3    Pdiag    Mean of absolute diagonal values of error covariance matrix P.
# 4    Poffdiag Mean of absolute off-diagonal values of error covariance matrix P.
# 5    Pasym    Asymmetry of P, i.e. mean of absolute values of asymmetric part 0.5*(P - P^T).
# 6    Kmean    Mean of abolute compontents of Kalman gain matrix K.
# 7    q        Magnitude of process noise (= diagonal entries of Q).
# 8    eta      Learning rate.
###########################################################################################################################
#        1          2                3                4                5                6                7                8
#    epoch   nupdates            Pdiag         Poffdiag            Pasym            Kmean                q              eta
###########################################################################################################################
         0          0   1.00000000E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.00000000E-02   1.00000000E-02
         1        103   7.84891569E+01   5.99020398E-01   1.03933238E-12   1.47874304E-02   1.00058526E-03   9.99415078E-02
         2        206   6.28022176E+01   5.92722015E-01   1.12697333E-12   4.86673499E-02   1.00117087E-04   9.98830498E-01
         3        309   5.34230234E+01   5.49672072E-01   1.49444227E-12   3.15548338E-02   1.00175682E-05   1.02140520E+00
         4        412   4.85878020E+01   5.23041847E-01   2.18190782E-12   2.13049739E-02   1.00234311E-06   1.02140520E+00
         5        515   4.54854844E+01   5.03006889E-01   2.86404859E-12   1.88733302E-02   9.80189712E-07   1.02140520E+00
         6        618   4.35206249E+01   4.84410561E-01   3.14901086E-12   1.75224386E-02   9.80189712E-07   1.02140520E+00
         7        721   4.20572166E+01   4.70824467E-01   3.35677705E-12   1.33465605E-02   9.80189712E-07   1.02140520E+00
         8        824   4.10088662E+01   4.60673078E-01   3.50973973E-12   1.51437533E-02   9.80189712E-07   1.02140520E+00
         9        927   4.01988507E+01   4.53418859E-01   3.57678943E-12   1.20893583E-02   9.80189712E-07   1.02140520E+00
        10       1030   3.95926777E+01   4.48496751E-01   3.59012185E-12   1.54724495E-02   9.80189712E-07   1.02140520E+00
        11       1133   3.90579750E+01   4.44144904E-01   3.60956326E-12   1.03298386E-02   9.80189712E-07   1.02140520E+00
        12       1236   3.85626566E+01   4.40088546E-01   3.63020557E-12   9.94979855E-03   9.80189712E-07   1.02140520E+00
        13       1339   3.80972045E+01   4.36415984E-01   3.65786712E-12   9.56350816E-03   9.80189712E-07   1.02140520E+00
        14       1442   3.76804575E+01   4.33351127E-01   3.66038932E-12   8.41992189E-03   9.80189712E-07   1.02140520E+00
        15       1545   3.72933681E+01   4.30346525E-01   3.66323531E-12   9.08939369E-03   9.80189712E-07   1.02140520E+00
