################################################################################
# Kalman filter status report.
################################################################################
# Col  Name     Description
################################################################################
# 1    epoch    Training epoch.
# 2    nupdates Number of updates performed.
# 3    Pdiag    Mean of absolute diagonal values of error covariance matrix P.
# 4    Poffdiag Mean of absolute off-diagonal values of error covariance matrix P.
# 5    Pasym    Asymmetry of P, i.e. mean of absolute values of asymmetric part 0.5*(P - P^T).
# 6    Kmean    Mean of abolute compontents of Kalman gain matrix K.
# 7    q        Magnitude of process noise (= diagonal entries of Q).
# 8    eta      Learning rate.
###########################################################################################################################
#        1          2                3                4                5                6                7                8
#    epoch   nupdates            Pdiag         Poffdiag            Pasym            Kmean                q              eta
###########################################################################################################################
         0          0   1.00000000E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.00000000E-02   1.00000000E-02
         1         74   8.40729632E+01   5.52605449E-01   1.13107375E-12   1.75213635E-02   1.00058526E-03   9.99415078E-02
         2        148   7.22455441E+01   6.09768800E-01   1.22165853E-12   5.89423060E-02   1.00117087E-04   9.98830498E-01
         3        222   6.31005298E+01   6.05782333E-01   1.50710884E-12   3.73804988E-02   1.00175682E-05   1.03039057E+00
         4        296   5.87941528E+01   5.93436029E-01   1.79284540E-12   4.43812511E-02   1.00234311E-06   1.03039057E+00
         5        370   5.56731214E+01   5.78041240E-01   2.59588970E-12   2.43944419E-02   9.71642116E-07   1.03039057E+00
         6        444   5.33779487E+01   5.64601777E-01   3.15404844E-12   2.09643013E-02   9.71642116E-07   1.03039057E+00
         7        518   5.16887581E+01   5.54766016E-01   3.74365839E-12   1.86003164E-02   9.71642116E-07   1.03039057E+00
         8        592   5.02925078E+01   5.45068996E-01   4.08795012E-12   2.06372689E-02   9.71642116E-07   1.03039057E+00
         9        666   4.91656313E+01   5.37907715E-01   4.23454632E-12   1.52418688E-02   9.71642116E-07   1.03039057E+00
        10        740   4.82085134E+01   5.31954191E-01   4.42476523E-12   1.62028097E-02   9.71642116E-07   1.03039057E+00
        11        814   4.75104802E+01   5.27623172E-01   4.45662820E-12   1.32465122E-02   9.71642116E-07   1.03039057E+00
        12        888   4.68433741E+01   5.24123526E-01   4.49228135E-12   1.33008148E-02   9.71642116E-07   1.03039057E+00
        13        962   4.62947768E+01   5.20678360E-01   4.55125847E-12   1.18839887E-02   9.71642116E-07   1.03039057E+00
        14       1036   4.57174721E+01   5.16962351E-01   4.59000561E-12   1.47433046E-02   9.71642116E-07   1.03039057E+00
        15       1110   4.52276489E+01   5.14143769E-01   4.60091208E-12   2.12140243E-02   9.71642116E-07   1.03039057E+00
