################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.9908489739549975E-01 a         1     0     1     1     1
  6.4421330690699205E-02 a         2     0     1     1     2
 -6.6381814710829445E-01 a         3     0     1     1     3
 -6.8326341844176264E-01 a         4     0     1     1     4
 -7.5824345797930603E-01 a         5     0     1     1     5
  2.6564340697675055E-02 a         6     0     1     1     6
 -4.6641172213985332E-01 a         7     0     1     1     7
  6.0816869849961508E-01 a         8     0     1     1     8
  2.4713738156640463E-01 a         9     0     1     1     9
  1.1820518777407079E+00 a        10     0     1     1    10
 -7.0035500169575404E-01 a        11     0     1     1    11
 -3.3025167000348099E-01 a        12     0     1     1    12
  3.1640893445574227E-02 a        13     0     1     1    13
 -2.1343165747710399E-01 a        14     0     1     1    14
 -4.1913200383079219E-01 a        15     0     1     1    15
  1.7361087074875628E-01 a        16     0     1     1    16
 -8.8916984537256860E-01 a        17     0     1     1    17
 -5.5429247937143855E-01 a        18     0     1     1    18
  1.2796704535359010E-01 a        19     0     1     1    19
  2.9137805455389576E-01 a        20     0     1     1    20
 -5.0279084648463634E-01 a        21     0     2     1     1
 -4.4592013181856294E-01 a        22     0     2     1     2
  2.3151121702605804E-01 a        23     0     2     1     3
  9.0041011009049612E-02 a        24     0     2     1     4
 -4.0970122268932491E-01 a        25     0     2     1     5
  3.5711671682422991E-01 a        26     0     2     1     6
  2.7342884076868457E-01 a        27     0     2     1     7
 -1.8785689571137631E-01 a        28     0     2     1     8
 -6.1903546598993409E-01 a        29     0     2     1     9
  6.2088571583481011E-01 a        30     0     2     1    10
 -9.0970560055762872E-01 a        31     0     2     1    11
  4.2226933576818182E-01 a        32     0     2     1    12
  6.0982459610810813E-01 a        33     0     2     1    13
  7.7632067495785217E-01 a        34     0     2     1    14
 -2.4948264621061889E-01 a        35     0     2     1    15
 -1.4718355761592085E-02 a        36     0     2     1    16
  3.4764966967723571E-01 a        37     0     2     1    17
  5.1730761532206626E-01 a        38     0     2     1    18
 -2.5998880463456924E-02 a        39     0     2     1    19
 -4.1094723552571766E-01 a        40     0     2     1    20
 -7.3328496196783652E-02 a        41     0     3     1     1
 -3.1597974870320927E-01 a        42     0     3     1     2
  4.4241253376044443E-01 a        43     0     3     1     3
  3.4558732456435109E-01 a        44     0     3     1     4
 -7.4296051065341440E-01 a        45     0     3     1     5
 -5.3922288079179148E-01 a        46     0     3     1     6
 -1.9227436857253882E-01 a        47     0     3     1     7
  5.6505097983040753E-01 a        48     0     3     1     8
  1.3035032817950237E-01 a        49     0     3     1     9
 -3.9148922444879852E-01 a        50     0     3     1    10
  1.0990791536411857E+00 a        51     0     3     1    11
 -3.4749070737136772E-01 a        52     0     3     1    12
 -4.4226638771549914E-01 a        53     0     3     1    13
 -1.2558310562269839E-01 a        54     0     3     1    14
  7.1170190994647597E-01 a        55     0     3     1    15
  1.3366488215908998E-01 a        56     0     3     1    16
  7.5271767144553980E-01 a        57     0     3     1    17
 -3.1905251101905036E-01 a        58     0     3     1    18
 -1.3741046229835019E-01 a        59     0     3     1    19
 -3.0660453777747915E-02 a        60     0     3     1    20
 -2.4023191327972468E-01 a        61     0     4     1     1
