################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  3.0466080884267022E-01 a         1     0     1     1     1
  1.2228496627496480E-01 a         2     0     1     1     2
  2.9906169093331775E-01 a         3     0     1     1     3
 -1.0720305639212761E-01 a         4     0     1     1     4
 -6.0915814683389768E-01 a         5     0     1     1     5
 -4.7109175422942767E-01 a         6     0     1     1     6
 -8.3219852563328911E-01 a         7     0     1     1     7
  6.2100671181360156E-01 a         8     0     1     1     8
 -1.2818995475007330E-01 a         9     0     1     1     9
  6.2911263758634628E-01 a        10     0     1     1    10
  2.3947590114470280E-01 a        11     0     1     1    11
 -3.0962634674077216E-01 a        12     0     1     1    12
  5.0684009193623501E-02 a        13     0     1     1    13
  8.3323688915262895E-01 a        14     0     1     1    14
  3.3479367104405700E-01 a        15     0     1     1    15
  2.9670127983065370E-01 a        16     0     1     1    16
  9.7127936245186175E-01 a        17     0     1     1    17
 -8.3824937168205127E-01 a        18     0     1     1    18
 -4.8158079076033034E-01 a        19     0     1     1    19
  3.8597714952463412E-02 a        20     0     1     1    20
  3.6032232047396251E-02 a        21     0     2     1     1
  1.2369428253829791E-01 a        22     0     2     1     2
 -1.5670866859970795E-01 a        23     0     2     1     3
 -3.4908200571531267E-01 a        24     0     2     1     4
 -5.3382330675886460E-03 a        25     0     2     1     5
 -8.8662839365873006E-02 a        26     0     2     1     6
 -3.1844701218644195E-01 a        27     0     2     1     7
 -5.0444297766686108E-01 a        28     0     2     1     8
 -3.8659519647016638E-01 a        29     0     2     1     9
  4.9727042295105311E-01 a        30     0     2     1    10
  1.9366185333897809E-01 a        31     0     2     1    11
 -1.0917440568792064E-01 a        32     0     2     1    12
 -1.0512268405945537E-01 a        33     0     2     1    13
 -4.9821525294223179E-01 a        34     0     2     1    14
  4.4432263754740248E-01 a        35     0     2     1    15
  1.0432218722613522E-01 a        36     0     2     1    16
  2.6362049799244676E-02 a        37     0     2     1    17
  6.5115302192435998E-01 a        38     0     2     1    18
 -3.8796934237541553E-01 a        39     0     2     1    19
  4.9914883141887467E-01 a        40     0     2     1    20
 -2.6586739986749663E-01 a        41     0     3     1     1
  7.1673844525984420E-01 a        42     0     3     1     2
 -6.2662420728845106E-02 a        43     0     3     1     3
 -1.8916660819794266E-02 a        44     0     3     1     4
  9.1493530659934527E-02 a        45     0     3     1     5
 -1.7526939316988269E-01 a        46     0     3     1     6
 -4.6064732147163709E-02 a        47     0     3     1     7
 -1.0138694984710243E-01 a        48     0     3     1     8
  1.8417136919273830E-01 a        49     0     3     1     9
  1.6827851214723286E-01 a        50     0     3     1    10
  5.4141017522793766E-01 a        51     0     3     1    11
  6.7292546507842865E-01 a        52     0     3     1    12
 -1.7012918643346567E-01 a        53     0     3     1    13
  5.3876373903138430E-01 a        54     0     3     1    14
 -7.4379799252342138E-01 a        55     0     3     1    15
  1.0995165255192156E+00 a        56     0     3     1    16
  3.0769564239374586E-01 a        57     0     3     1    17
 -5.0602836120572248E-01 a        58     0     3     1    18
  5.6585204056819405E-01 a        59     0     3     1    19
 -6.0156273531885513E-03 a        60     0     3     1    20
 -6.0056710104770865E-02 a        61     0     4     1     1
 -7.4004929921654772E-01 a        62     0     4     1     2
  9.1180691290229465E-01 a        63     0     4     1     3
  1.1974057468862558E-02 a        64     0     4     1     4
 -3.1308229504743282E-02 a        65     0     4     1     5
  9.1674822611830076E-02 a        66     0     4     1     6
 -7.2879258171212158E-02 a        67     0     4     1     7
 -3.4440295984214597E-01 a        68     0     4     1     8
 -3.1819142328012451E-01 a        69     0     4     1     9
 -4.8436909580114051E-01 a        70     0     4     1    10
 -4.5107980215225235E-01 a        71     0     4     1    11
 -9.3344048863270168E-01 a        72     0     4     1    12
 -6.0875347170339753E-02 a        73     0     4     1    13
 -6.2146726941940544E-01 a        74     0     4     1    14
 -4.2426705325948035E-02 a        75     0     4     1    15
 -8.4863250922215272E-01 a        76     0     4     1    16
  2.3369672432315161E-01 a        77     0     4     1    17
 -4.8482634567130944E-01 a        78     0     4     1    18
  8.7993735990717109E-02 a        79     0     4     1    19
 -1.0576604890739777E-01 a        80     0     4     1    20
 -5.2497386419908576E-01 a        81     0     5     1     1
 -5.4764901563944868E-02 a        82     0     5     1     2
 -8.1707959257863561E-01 a        83     0     5     1     3
  3.6754090626711400E-01 a        84     0     5     1     4
  2.1813856402133300E-01 a        85     0     5     1     5
 -6.7493722812015444E-01 a        86     0     5     1     6
  8.9181278360037786E-01 a        87     0     5     1     7
  6.0188871492260509E-01 a        88     0     5     1     8
 -2.2291863238316309E-01 a        89     0     5     1     9
  7.5501290560332654E-02 a        90     0     5     1    10
 -3.9691598935217731E-01 a        91     0     5     1    11
 -6.0856232524056419E-01 a        92     0     5     1    12
  4.8705726853797399E-01 a        93     0     5     1    13
  7.9895178546658063E-01 a        94     0     5     1    14
 -7.8905153702945291E-02 a        95     0     5     1    15
 -7.5269823915276102E-01 a        96     0     5     1    16
  7.6693015225707739E-01 a        97     0     5     1    17
  3.3317023287348269E-01 a        98     0     5     1    18
 -5.3583959730943775E-01 a        99     0     5     1    19
  1.8585094865783083E-01 a       100     0     5     1    20
  5.9461490539496054E-01 a       101     0     6     1     1
  3.6056695494022617E-01 a       102     0     6     1     2
 -3.2024173327241495E-01 a       103     0     6     1     3
  3.7554998600131179E-01 a       104     0     6     1     4
 -6.1960304126719379E-01 a       105     0     6     1     5
  3.0373391125023352E-01 a       106     0     6     1     6
  3.1416831501754056E-01 a       107     0     6     1     7
 -1.2788665928674539E-01 a       108     0     6     1     8
  1.8470521901868583E-01 a       109     0     6     1     9
 -8.7938209426321845E-01 a       110     0     6     1    10
  5.2108229786716476E-01 a       111     0     6     1    11
 -2.4767408524658774E-01 a       112     0     6     1    12
  4.6300626819855717E-01 a       113     0     6     1    13
 -5.4544017019308688E-01 a       114     0     6     1    14
 -4.7912642012692275E-01 a       115     0     6     1    15
  1.2565130281534390E-01 a       116     0     6     1    16
 -4.4013465075989265E-02 a       117     0     6     1    17
 -7.3626585503679698E-01 a       118     0     6     1    18
 -1.7377565437066636E-01 a       119     0     6     1    19
 -7.7914870009338055E-01 a       120     0     6     1    20
 -1.2067966649528079E+00 a       121     0     7     1     1
  8.9123045695311820E-03 a       122     0     7     1     2
  6.6799146652172903E-01 a       123     0     7     1     3
  9.4137359452775193E-01 a       124     0     7     1     4
  5.2601201173805634E-01 a       125     0     7     1     5
 -4.1782849648929382E-01 a       126     0     7     1     6
  6.4832909299486818E-01 a       127     0     7     1     7
 -1.6871816753361066E-01 a       128     0     7     1     8
  3.4346302062569395E-01 a       129     0     7     1     9
  4.7257100048945183E-01 a       130     0     7     1    10
 -3.6659796921718329E-01 a       131     0     7     1    11
 -2.4379496016066182E-01 a       132     0     7     1    12
 -3.2213346524026903E-01 a       133     0     7     1    13
 -1.3609739532630633E-01 a       134     0     7     1    14
  2.1131307322577189E-02 a       135     0     7     1    15
 -5.9392511735630149E-01 a       136     0     7     1    16
 -7.4395241301244530E-02 a       137     0     7     1    17
  8.0706467045404195E-01 a       138     0     7     1    18
  9.8928762433538167E-02 a       139     0     7     1    19
 -3.7469553017700954E-02 a       140     0     7     1    20
 -2.7534257550028519E-02 a       141     0     8     1     1
 -2.6527824725173277E-01 a       142     0     8     1     2
  1.7535777516292789E-01 a       143     0     8     1     3
 -2.2313346040981491E-01 a       144     0     8     1     4
 -3.8711245287443125E-01 a       145     0     8     1     5
  5.7572298713997749E-01 a       146     0     8     1     6
  6.9119104419885266E-02 a       147     0     8     1     7
 -6.1771880799212836E-02 a       148     0     8     1     8
 -6.9535304342773374E-01 a       149     0     8     1     9
 -5.2359266983229757E-01 a       150     0     8     1    10
  4.7586844520451682E-01 a       151     0     8     1    11
 -6.9279373260962285E-01 a       152     0     8     1    12
 -6.2824125269364661E-01 a       153     0     8     1    13
 -7.1731202545779049E-01 a       154     0     8     1    14
  4.8686066510843379E-01 a       155     0     8     1    15
  9.5360861549148353E-03 a       156     0     8     1    16
  4.6655941826369625E-02 a       157     0     8     1    17
 -5.7380335332127419E-01 a       158     0     8     1    18
  7.1728432414313992E-01 a       159     0     8     1    19
 -6.9136355190060950E-01 a       160     0     8     1    20
 -8.1950920310338937E-01 a       161     0     9     1     1
  4.3661865066883010E-01 a       162     0     9     1     2
  9.6496717535256155E-03 a       163     0     9     1     3
 -1.8804962118152249E-01 a       164     0     9     1     4
  4.5259486901054186E-01 a       165     0     9     1     5
 -6.8961661240609462E-01 a       166     0     9     1     6
 -4.5747543016199660E-01 a       167     0     9     1     7
  8.6608550504420290E-01 a       168     0     9     1     8
  7.5018560087462760E-01 a       169     0     9     1     9
 -1.8198592110110273E-01 a       170     0     9     1    10
 -3.1069037000468713E-01 a       171     0     9     1    11
  4.5347561925271596E-01 a       172     0     9     1    12
  4.7088064128781648E-01 a       173     0     9     1    13
  6.8648966005498135E-01 a       174     0     9     1    14
 -4.7926788949217508E-01 a       175     0     9     1    15
  5.3278909228141358E-01 a       176     0     9     1    16
  6.6170225089619583E-01 a       177     0     9     1    17
 -3.5240502975498261E-01 a       178     0     9     1    18
 -3.2804241028344150E-01 a       179     0     9     1    19
