################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  4.0183184955048484E-01 a         1     0     1     1     1
  7.6356160441934121E-02 a         2     0     1     1     2
  2.8477544744266220E-01 a         3     0     1     1     3
 -2.3321148268263148E-01 a         4     0     1     1     4
 -6.6463487521669706E-01 a         5     0     1     1     5
 -4.7339739145115667E-01 a         6     0     1     1     6
 -8.9927186243032642E-01 a         7     0     1     1     7
  6.8169226702019359E-01 a         8     0     1     1     8
 -7.6975335368382275E-02 a         9     0     1     1     9
  6.5857227773847715E-01 a        10     0     1     1    10
  3.4917838586558136E-01 a        11     0     1     1    11
 -2.2831950089450528E-01 a        12     0     1     1    12
 -5.2518151448535562E-02 a        13     0     1     1    13
  8.5980578310239397E-01 a        14     0     1     1    14
  4.2841972952399954E-01 a        15     0     1     1    15
  3.6234749300069347E-01 a        16     0     1     1    16
  1.0109729099134048E+00 a        17     0     1     1    17
 -9.1891274494311559E-01 a        18     0     1     1    18
 -5.1544436248015368E-01 a        19     0     1     1    19
 -3.1546989732235832E-02 a        20     0     1     1    20
 -3.3561876115746445E-02 a        21     0     2     1     1
  8.1340784238821458E-03 a        22     0     2     1     2
 -1.9514440551302464E-01 a        23     0     2     1     3
 -3.4214903179446060E-01 a        24     0     2     1     4
  3.6321127549649383E-02 a        25     0     2     1     5
 -1.0924077823508466E-01 a        26     0     2     1     6
 -2.9210320645419741E-01 a        27     0     2     1     7
 -4.8285398794024242E-01 a        28     0     2     1     8
 -4.8357020641810905E-01 a        29     0     2     1     9
  4.4541445950229908E-01 a        30     0     2     1    10
  1.7989350543545879E-01 a        31     0     2     1    11
 -2.7224220669107857E-01 a        32     0     2     1    12
 -3.2888864398425775E-02 a        33     0     2     1    13
 -5.2495356467561505E-01 a        34     0     2     1    14
  5.6371805419229215E-01 a        35     0     2     1    15
  9.0216980769654759E-02 a        36     0     2     1    16
  6.1401674927060914E-03 a        37     0     2     1    17
  6.3566680342806103E-01 a        38     0     2     1    18
 -4.2911850099442839E-01 a        39     0     2     1    19
  6.4419729985485219E-01 a        40     0     2     1    20
 -2.3591391011439092E-01 a        41     0     3     1     1
  8.0238471353781471E-01 a        42     0     3     1     2
 -2.9075132966219780E-01 a        43     0     3     1     3
 -1.1994473648629400E-01 a        44     0     3     1     4
  1.4045448715151063E-01 a        45     0     3     1     5
 -2.8497478915629271E-01 a        46     0     3     1     6
  7.5831299514450296E-05 a        47     0     3     1     7
  6.5115218161053215E-02 a        48     0     3     1     8
  2.7021367146498715E-01 a        49     0     3     1     9
  2.1294986171629160E-01 a        50     0     3     1    10
  6.6695903256838063E-01 a        51     0     3     1    11
  8.3904752459226295E-01 a        52     0     3     1    12
 -6.4897401973763785E-02 a        53     0     3     1    13
  6.0969310303663948E-01 a        54     0     3     1    14
 -8.1928895567040527E-01 a        55     0     3     1    15
  1.1170402904780377E+00 a        56     0     3     1    16
  4.3582398457854865E-01 a        57     0     3     1    17
 -5.6103326088468963E-01 a        58     0     3     1    18
  6.7610045611123160E-01 a        59     0     3     1    19
 -2.4939317283131840E-01 a        60     0     3     1    20
 -5.4572936559251009E-02 a        61     0     4     1     1
 -9.3159519038304806E-01 a        62     0     4     1     2
  1.0659674460913378E+00 a        63     0     4     1     3
 -1.0191136992499950E-01 a        64     0     4     1     4
 -4.0682759898016972E-02 a        65     0     4     1     5
  1.6123181482477003E-01 a        66     0     4     1     6
 -1.2105557872106702E-01 a        67     0     4     1     7
 -4.5689350278178614E-01 a        68     0     4     1     8
 -4.1663492413830383E-01 a        69     0     4     1     9
 -5.2854759483004043E-01 a        70     0     4     1    10
 -3.8209305242980157E-01 a        71     0     4     1    11
 -1.0363485133360277E+00 a        72     0     4     1    12
 -1.0526637820477262E-01 a        73     0     4     1    13
 -6.6589355452896692E-01 a        74     0     4     1    14
  2.8651824864276507E-02 a        75     0     4     1    15
 -8.9553246891385729E-01 a        76     0     4     1    16
  1.7088426386167907E-01 a        77     0     4     1    17
 -6.1750725565395959E-01 a        78     0     4     1    18
  1.0075370233718396E-01 a        79     0     4     1    19
 -2.6441857776538288E-03 a        80     0     4     1    20
 -4.6373323639018105E-01 a        81     0     5     1     1
 -5.5218217182680565E-02 a        82     0     5     1     2
 -8.9218046463432332E-01 a        83     0     5     1     3
  3.0026852804753129E-01 a        84     0     5     1     4
  2.2315896623692597E-01 a        85     0     5     1     5
 -7.1018687419892568E-01 a        86     0     5     1     6
