################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  3.8970346341780848E-01 a         1     0     1     1     1
  6.2403546161945357E-02 a         2     0     1     1     2
  2.8552469424192406E-01 a         3     0     1     1     3
 -2.3591914728463950E-01 a         4     0     1     1     4
 -6.6817693691771152E-01 a         5     0     1     1     5
 -4.6396581488641181E-01 a         6     0     1     1     6
 -9.0557638167260279E-01 a         7     0     1     1     7
  6.9403278108819177E-01 a         8     0     1     1     8
 -6.0695345073235027E-02 a         9     0     1     1     9
  6.7550967114498328E-01 a        10     0     1     1    10
  3.5315316493687982E-01 a        11     0     1     1    11
 -2.3829888145615261E-01 a        12     0     1     1    12
 -6.1875306484699397E-02 a        13     0     1     1    13
  8.6857854722945349E-01 a        14     0     1     1    14
  4.3766286238853425E-01 a        15     0     1     1    15
  3.5595912966076454E-01 a        16     0     1     1    16
  1.0109128362821078E+00 a        17     0     1     1    17
 -9.2289264582458885E-01 a        18     0     1     1    18
 -5.2109300393598268E-01 a        19     0     1     1    19
 -2.1456208744020239E-02 a        20     0     1     1    20
 -3.2230243844524033E-02 a        21     0     2     1     1
 -1.6175886133061503E-02 a        22     0     2     1     2
 -2.1330199701342939E-01 a        23     0     2     1     3
 -3.4357497521539654E-01 a        24     0     2     1     4
  1.5991987035916182E-02 a        25     0     2     1     5
 -1.2488104346371962E-01 a        26     0     2     1     6
 -2.7314958664842170E-01 a        27     0     2     1     7
 -4.7244977028320290E-01 a        28     0     2     1     8
 -4.9581815715059063E-01 a        29     0     2     1     9
  4.5233471553268578E-01 a        30     0     2     1    10
  1.7016972633119209E-01 a        31     0     2     1    11
 -3.0442567827836137E-01 a        32     0     2     1    12
 -1.4368144780436971E-02 a        33     0     2     1    13
 -5.2357700399448392E-01 a        34     0     2     1    14
  5.7629635642531341E-01 a        35     0     2     1    15
  8.6921990487052236E-02 a        36     0     2     1    16
  1.2583403051153495E-02 a        37     0     2     1    17
  6.3911806420525985E-01 a        38     0     2     1    18
 -4.4210420620727237E-01 a        39     0     2     1    19
  6.9223870456836489E-01 a        40     0     2     1    20
 -2.5531348001976667E-01 a        41     0     3     1     1
  8.1087658728967638E-01 a        42     0     3     1     2
 -3.1206857494427764E-01 a        43     0     3     1     3
 -1.4428674791374102E-01 a        44     0     3     1     4
