################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  3.9790513762110424E-01 a         1     0     1     1     1
  8.0675706592599955E-02 a         2     0     1     1     2
  3.0332969186713510E-01 a         3     0     1     1     3
 -2.2105902988675225E-01 a         4     0     1     1     4
 -6.7188329752169074E-01 a         5     0     1     1     5
 -4.8483960724692332E-01 a         6     0     1     1     6
 -9.0030163165613664E-01 a         7     0     1     1     7
  6.7199470715299747E-01 a         8     0     1     1     8
 -8.5761800274610223E-02 a         9     0     1     1     9
  6.5603183892952954E-01 a        10     0     1     1    10
  3.3797449837385063E-01 a        11     0     1     1    11
 -2.3406779071369441E-01 a        12     0     1     1    12
 -4.4306250623350515E-02 a        13     0     1     1    13
  8.5577065576299904E-01 a        14     0     1     1    14
  4.3016365214893698E-01 a        15     0     1     1    15
  3.5722189805798144E-01 a        16     0     1     1    16
  1.0098573197358718E+00 a        17     0     1     1    17
 -9.0659126293434866E-01 a        18     0     1     1    18
 -5.1809455794116488E-01 a        19     0     1     1    19
 -1.6867203609183944E-02 a        20     0     1     1    20
 -3.6519905837883129E-02 a        21     0     2     1     1
  1.3205391551553031E-02 a        22     0     2     1     2
 -1.8095389028518530E-01 a        23     0     2     1     3
 -3.6938157683163664E-01 a        24     0     2     1     4
  3.1217515475705393E-02 a        25     0     2     1     5
 -9.8443752493145964E-02 a        26     0     2     1     6
 -3.0811221742927208E-01 a        27     0     2     1     7
 -4.8350988098096176E-01 a        28     0     2     1     8
 -4.7926735195216502E-01 a        29     0     2     1     9
  4.4719215990658695E-01 a        30     0     2     1    10
  1.9227325581868210E-01 a        31     0     2     1    11
 -2.4588647162716509E-01 a        32     0     2     1    12
 -4.4749967519891541E-02 a        33     0     2     1    13
 -5.2930813350844275E-01 a        34     0     2     1    14
  5.4555537763508810E-01 a        35     0     2     1    15
  9.3012592270959676E-02 a        36     0     2     1    16
  1.5290420407729426E-02 a        37     0     2     1    17
  6.2867782089381097E-01 a        38     0     2     1    18
 -4.1660845154720338E-01 a        39     0     2     1    19
  6.3346984054154110E-01 a        40     0     2     1    20
 -2.1764119344516275E-01 a        41     0     3     1     1
  8.0127070857472327E-01 a        42     0     3     1     2
 -2.7085935700027475E-01 a        43     0     3     1     3
 -1.1530616519338550E-01 a        44     0     3     1     4
  1.2733150323830300E-01 a        45     0     3     1     5
 -2.8624611997549876E-01 a        46     0     3     1     6
 -9.0807572496670926E-03 a        47     0     3     1     7
  1.7845798318098342E-02 a        48     0     3     1     8
  2.6583299820332895E-01 a        49     0     3     1     9
  2.2647007292746762E-01 a        50     0     3     1    10
  6.6091525788184868E-01 a        51     0     3     1    11
  8.3102360296588607E-01 a        52     0     3     1    12
 -8.1377231904986080E-02 a        53     0     3     1    13
  5.9941331210079529E-01 a        54     0     3     1    14
 -8.0339040643428328E-01 a        55     0     3     1    15
  1.1073585708633420E+00 a        56     0     3     1    16
  4.2573822478268791E-01 a        57     0     3     1    17
 -5.5890829649462126E-01 a        58     0     3     1    18
  6.7495615651150365E-01 a        59     0     3     1    19
 -2.4389012873611371E-01 a        60     0     3     1    20
 -7.2768765119939932E-02 a        61     0     4     1     1
 -9.1971077537568702E-01 a        62     0     4     1     2
  1.0458721297110614E+00 a        63     0     4     1     3
 -8.7321469704242149E-02 a        64     0     4     1     4
 -3.5646074712724449E-02 a        65     0     4     1     5
  1.5066918949100333E-01 a        66     0     4     1     6
 -1.2052842238979150E-01 a        67     0     4     1     7
 -4.3156265058809939E-01 a        68     0     4     1     8
 -4.1552106063700667E-01 a        69     0     4     1     9
 -5.1715318215433081E-01 a        70     0     4     1    10
 -3.9119611459461362E-01 a        71     0     4     1    11
 -1.0320282063008290E+00 a        72     0     4     1    12
 -1.0323228558678382E-01 a        73     0     4     1    13
 -6.6354972847365656E-01 a        74     0     4     1    14
  2.5140955826246179E-02 a        75     0     4     1    15
 -8.8606739071615293E-01 a        76     0     4     1    16
  1.7818067005877730E-01 a        77     0     4     1    17
 -5.8485283019896950E-01 a        78     0     4     1    18
  8.9437322960566376E-02 a        79     0     4     1    19
 -5.4226638856689768E-03 a        80     0     4     1    20
 -4.7085624276945132E-01 a        81     0     5     1     1
 -5.4308975394448435E-02 a        82     0     5     1     2
 -8.8370495328205823E-01 a        83     0     5     1     3
  3.0606356483209768E-01 a        84     0     5     1     4
  2.3926038499387287E-01 a        85     0     5     1     5
 -7.0676390288353963E-01 a        86     0     5     1     6
  8.6986575893841112E-01 a        87     0     5     1     7
  6.0324028114080452E-01 a        88     0     5     1     8
 -2.2815326766213123E-01 a        89     0     5     1     9
  1.1752958568943851E-01 a        90     0     5     1    10
 -4.8168248186299895E-01 a        91     0     5     1    11
 -6.8357630793457669E-01 a        92     0     5     1    12
  5.1561945625475658E-01 a        93     0     5     1    13
  8.6443312727709110E-01 a        94     0     5     1    14
 -6.1429984026570975E-02 a        95     0     5     1    15
 -8.2262221325784024E-01 a        96     0     5     1    16
  8.0763365757411965E-01 a        97     0     5     1    17
  4.0042381637509511E-01 a        98     0     5     1    18
 -6.1892332181664822E-01 a        99     0     5     1    19
  2.7059968647857363E-01 a       100     0     5     1    20
  6.9389551355090040E-01 a       101     0     6     1     1
  3.0294608873112627E-01 a       102     0     6     1     2
 -3.9725599763319458E-01 a       103     0     6     1     3
  2.9008339196108929E-01 a       104     0     6     1     4
 -5.9968175543249969E-01 a       105     0     6     1     5
  2.8268577391665189E-01 a       106     0     6     1     6
  4.1894180019610089E-01 a       107     0     6     1     7
 -1.2292530039730033E-01 a       108     0     6     1     8
  1.7340063570778924E-01 a       109     0     6     1     9
 -9.6337154294311689E-01 a       110     0     6     1    10
  6.2803684227451062E-01 a       111     0     6     1    11
 -1.2656468645118915E-01 a       112     0     6     1    12
  5.3018906706103375E-01 a       113     0     6     1    13
 -5.4730589471692637E-01 a       114     0     6     1    14
