################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.4212360837038091E-01 a         1     0     1     1     1
  2.8706523083447671E-01 a         2     0     1     1     2
  2.4836330900672249E-01 a         3     0     1     1     3
  5.0473329699922638E-02 a         4     0     1     1     4
 -6.1584356316220257E-01 a         5     0     1     1     5
 -5.1086256102545091E-01 a         6     0     1     1     6
 -7.4427625112775575E-01 a         7     0     1     1     7
  5.0083601788623955E-01 a         8     0     1     1     8
 -2.1281480407407533E-01 a         9     0     1     1     9
  5.7127507547319711E-01 a        10     0     1     1    10
  1.6339431876333219E-01 a        11     0     1     1    11
 -3.2632558751165963E-01 a        12     0     1     1    12
  1.7725034224549407E-01 a        13     0     1     1    13
  7.9084736051806281E-01 a        14     0     1     1    14
  2.4443197031262043E-01 a        15     0     1     1    15
  2.7400603674266344E-01 a        16     0     1     1    16
  9.4915180114866149E-01 a        17     0     1     1    17
 -6.6535159602473914E-01 a        18     0     1     1    18
 -4.1918163490972732E-01 a        19     0     1     1    19
  2.0477741680325215E-03 a        20     0     1     1    20
  1.0540889709885858E-01 a        21     0     2     1     1
  2.3557356811954394E-01 a        22     0     2     1     2
 -1.5692341725497905E-01 a        23     0     2     1     3
 -3.8333553623203592E-01 a        24     0     2     1     4
  3.2528320845999409E-02 a        25     0     2     1     5
 -9.0304325138351724E-02 a        26     0     2     1     6
 -3.6235444254465515E-01 a        27     0     2     1     7
 -4.9803200108931545E-01 a        28     0     2     1     8
 -3.1733681524969642E-01 a        29     0     2     1     9
  5.6485915375291840E-01 a        30     0     2     1    10
  1.7075919982258414E-01 a        31     0     2     1    11
  2.3255299406970735E-02 a        32     0     2     1    12
 -1.0895381856926911E-01 a        33     0     2     1    13
 -4.2313331852302632E-01 a        34     0     2     1    14
  2.9675032430188109E-01 a        35     0     2     1    15
  1.3437244407081803E-01 a        36     0     2     1    16
  3.4534652383153820E-02 a        37     0     2     1    17
  6.7949818700029962E-01 a        38     0     2     1    18
 -3.2956362543106682E-01 a        39     0     2     1    19
  3.0075161205808443E-01 a        40     0     2     1    20
 -2.6583548611921631E-01 a        41     0     3     1     1
  6.9844566881138836E-01 a        42     0     3     1     2
  1.5434498619798126E-01 a        43     0     3     1     3
  1.0066383798230258E-01 a        44     0     3     1     4
 -1.4590986227427341E-02 a        45     0     3     1     5
 -3.3080261743574237E-02 a        46     0     3     1     6
  1.8946200641651598E-03 a        47     0     3     1     7
 -2.5536011571750489E-01 a        48     0     3     1     8
  2.0167507313152932E-02 a        49     0     3     1     9
  1.6970224033680126E-01 a        50     0     3     1    10
  4.2202440355400855E-01 a        51     0     3     1    11
  5.3144777008774369E-01 a        52     0     3     1    12
 -2.1766449223908960E-01 a        53     0     3     1    13
  4.3615159603020320E-01 a        54     0     3     1    14
 -5.9264562124100084E-01 a        55     0     3     1    15
  1.0471880653214451E+00 a        56     0     3     1    16
  2.3099181889958736E-01 a        57     0     3     1    17
 -3.2321776493042692E-01 a        58     0     3     1    18
  4.5307643337955933E-01 a        59     0     3     1    19
  1.5345196434627051E-01 a        60     0     3     1    20
 -7.0883944567821086E-02 a        61     0     4     1     1
 -6.4153362400963310E-01 a        62     0     4     1     2
  7.1961928462554348E-01 a        63     0     4     1     3
  1.9546764879036171E-01 a        64     0     4     1     4
 -4.1137558715141249E-02 a        65     0     4     1     5
 -4.9496142513693449E-02 a        66     0     4     1     6
  3.2368972765031832E-02 a        67     0     4     1     7
 -2.9562537026402974E-01 a        68     0     4     1     8
 -1.7223429900871542E-01 a        69     0     4     1     9
 -4.2063093727355755E-01 a        70     0     4     1    10
 -5.9780749701755820E-01 a        71     0     4     1    11
 -8.4733187633848472E-01 a        72     0     4     1    12
 -6.3705695876775978E-02 a        73     0     4     1    13
 -5.2201477336458479E-01 a        74     0     4     1    14
 -3.3940686477440252E-02 a        75     0     4     1    15
 -7.7958959021333463E-01 a        76     0     4     1    16
  2.0329054799214286E-01 a        77     0     4     1    17
 -3.4624248579702793E-01 a        78     0     4     1    18
  1.0449941922577941E-01 a        79     0     4     1    19
 -2.5834657616583823E-01 a        80     0     4     1    20
 -5.7561794423342361E-01 a        81     0     5     1     1
 -3.2728659628936070E-02 a        82     0     5     1     2
 -7.1478166509303087E-01 a        83     0     5     1     3
  3.6860757509168918E-01 a        84     0     5     1     4
  3.1649793744933818E-01 a        85     0     5     1     5
 -5.8651999231190033E-01 a        86     0     5     1     6
  8.0795851640460448E-01 a        87     0     5     1     7
  6.5809556308098738E-01 a        88     0     5     1     8
 -2.4313414456940557E-01 a        89     0     5     1     9
 -9.6200772278420641E-03 a        90     0     5     1    10
 -2.2218232711530617E-01 a        91     0     5     1    11
 -5.0153784387065370E-01 a        92     0     5     1    12
  4.7593606271262423E-01 a        93     0     5     1    13
  6.9071534861190187E-01 a        94     0     5     1    14
 -1.9423696306923879E-01 a        95     0     5     1    15
 -7.0299995579874774E-01 a        96     0     5     1    16
  7.1213340771724831E-01 a        97     0     5     1    17
  2.6221658075059362E-01 a        98     0     5     1    18
 -4.8349287806856839E-01 a        99     0     5     1    19
  1.9455829265949576E-01 a       100     0     5     1    20
  4.8168413217212552E-01 a       101     0     6     1     1
  4.2391216454387476E-01 a       102     0     6     1     2
 -1.8821802405697410E-01 a       103     0     6     1     3
  4.6973462570192726E-01 a       104     0     6     1     4
 -6.4227740967073355E-01 a       105     0     6     1     5
  3.3598971190487809E-01 a       106     0     6     1     6
  2.7009243813111372E-01 a       107     0     6     1     7
 -2.3480353321376818E-01 a       108     0     6     1     8
  1.8625599552745434E-01 a       109     0     6     1     9
 -6.7231579493369276E-01 a       110     0     6     1    10
  3.1574328353054076E-01 a       111     0     6     1    11
 -3.6042874909788625E-01 a       112     0     6     1    12
  3.9036228994943284E-01 a       113     0     6     1    13
 -4.5943704587871553E-01 a       114     0     6     1    14
 -3.5119948308939358E-01 a       115     0     6     1    15
  1.9224159952073919E-01 a       116     0     6     1    16
 -5.5173991164940237E-03 a       117     0     6     1    17
 -6.0958801682848185E-01 a       118     0     6     1    18
 -6.8966222200910768E-02 a       119     0     6     1    19
 -5.4466585844438975E-01 a       120     0     6     1    20
 -1.1517845832696960E+00 a       121     0     7     1     1
 -8.1202347737882943E-02 a       122     0     7     1     2
  6.8996596437366642E-01 a       123     0     7     1     3
  1.0109778750692351E+00 a       124     0     7     1     4
  5.4555142449389149E-01 a       125     0     7     1     5
 -3.8972212704668135E-01 a       126     0     7     1     6
  6.7402629633065869E-01 a       127     0     7     1     7
 -8.2112967036324758E-02 a       128     0     7     1     8
  3.9879051232878926E-01 a       129     0     7     1     9
  3.7078044201668325E-01 a       130     0     7     1    10
 -3.4005901038169101E-01 a       131     0     7     1    11
 -1.9038834006468458E-01 a       132     0     7     1    12
 -3.8915091052995182E-01 a       133     0     7     1    13
 -1.8890647908689301E-01 a       134     0     7     1    14
  7.4674682052750171E-02 a       135     0     7     1    15
 -4.9646788145146098E-01 a       136     0     7     1    16
 -1.8855241953722501E-01 a       137     0     7     1    17
  7.6386687522322616E-01 a       138     0     7     1    18
 -1.0345476127840740E-01 a       139     0     7     1    19
  2.2472504785280560E-02 a       140     0     7     1    20
 -1.3249030588041485E-01 a       141     0     8     1     1
 -1.4308429357598990E-01 a       142     0     8     1     2
  2.6507729786414191E-01 a       143     0     8     1     3
 -1.8965560297106365E-01 a       144     0     8     1     4
 -3.9325342178452638E-01 a       145     0     8     1     5
  6.2072234082843369E-01 a       146     0     8     1     6
 -9.8439207901260886E-02 a       147     0     8     1     7
 -6.9102785605882858E-02 a       148     0     8     1     8
 -6.8203690807196216E-01 a       149     0     8     1     9
 -5.3819078175273305E-01 a       150     0     8     1    10
  6.2869598515606662E-01 a       151     0     8     1    11
 -6.6350503167085761E-01 a       152     0     8     1    12
 -6.3142970278442745E-01 a       153     0     8     1    13
 -7.3464195221205775E-01 a       154     0     8     1    14
