################################################################################
# Kalman filter status report.
################################################################################
# Col  Name     Description
################################################################################
# 1    epoch    Training epoch.
# 2    nupdates Number of updates performed.
# 3    Pdiag    Mean of absolute diagonal values of error covariance matrix P.
# 4    Poffdiag Mean of absolute off-diagonal values of error covariance matrix P.
# 5    Pasym    Asymmetry of P, i.e. mean of absolute values of asymmetric part 0.5*(P - P^T).
# 6    Kmean    Mean of abolute compontents of Kalman gain matrix K.
# 7    q        Magnitude of process noise (= diagonal entries of Q).
# 8    eta      Learning rate.
###########################################################################################################################
#        1          2                3                4                5                6                7                8
#    epoch   nupdates            Pdiag         Poffdiag            Pasym            Kmean                q              eta
###########################################################################################################################
         0          0   1.00000000E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.00000000E-02   1.00000000E-02
         1        109   7.98764607E+01   5.83318702E-01   1.09198121E-12   1.52525603E-02   1.00058526E-03   9.99415078E-02
         2        218   6.41785873E+01   6.16170557E-01   1.26713848E-12   5.34982312E-02   1.00117087E-04   9.98830498E-01
         3        327   5.47664644E+01   5.76987254E-01   1.55882964E-12   3.09414751E-02   1.00175682E-05   1.02014939E+00
         4        436   5.04813619E+01   5.51509954E-01   2.33849206E-12   2.49072618E-02   1.00234311E-06   1.02014939E+00
         5        545   4.73221640E+01   5.31761219E-01   2.89029217E-12   2.12346829E-02   9.81396331E-07   1.02014939E+00
         6        654   4.53585946E+01   5.13365259E-01   3.39413503E-12   1.63233125E-02   9.81396331E-07   1.02014939E+00
         7        763   4.39422982E+01   5.00559686E-01   3.60886545E-12   1.37708554E-02   9.81396331E-07   1.02014939E+00
         8        872   4.30069538E+01   4.92224263E-01   3.67219126E-12   1.19184077E-02   9.81396331E-07   1.02014939E+00
         9        981   4.21428175E+01   4.84501524E-01   3.71089695E-12   1.25881628E-02   9.81396331E-07   1.02014939E+00
        10       1090   4.14493506E+01   4.78517338E-01   3.75377192E-12   1.27698827E-02   9.81396331E-07   1.02014939E+00
        11       1199   4.08844807E+01   4.73621885E-01   3.76949728E-12   1.92660681E-02   9.81396331E-07   1.02014939E+00
        12       1308   4.03772828E+01   4.69728454E-01   3.77762688E-12   1.04657123E-02   9.81396331E-07   1.02014939E+00
        13       1417   3.98802427E+01   4.65849767E-01   3.78615251E-12   1.04285078E-02   9.81396331E-07   1.02014939E+00
        14       1526   3.94193161E+01   4.62525641E-01   3.79609757E-12   9.68571910E-03   9.81396331E-07   1.02014939E+00
        15       1635   3.90246749E+01   4.59579380E-01   3.80333174E-12   9.45172572E-03   9.81396331E-07   1.02014939E+00
        16       1744   3.86590524E+01   4.56855943E-01   3.80456355E-12   1.49406737E-02   9.81396331E-07   1.02014939E+00
        17       1853   3.82992911E+01   4.54432492E-01   3.80483539E-12   9.77855872E-03   9.81396331E-07   1.02014939E+00
        18       1962   3.79817302E+01   4.52204406E-01   3.80736959E-12   8.92378295E-03   9.81396331E-07   1.02014939E+00
        19       2071   3.76520256E+01   4.49896821E-01   3.81179499E-12   1.23838376E-02   9.81396331E-07   1.02014939E+00
        20       2180   3.73381609E+01   4.47583413E-01   3.81433725E-12   9.46197544E-03   9.81396331E-07   1.02014939E+00
        21       2289   3.70155638E+01   4.45146962E-01   3.81483093E-12   8.52685898E-03   9.81396331E-07   1.02014939E+00
        22       2398   3.66954388E+01   4.42848607E-01   3.81731327E-12   7.02270576E-03   9.81396331E-07   1.02014939E+00
        23       2507   3.64089638E+01   4.40940560E-01   3.81795055E-12   7.78455010E-03   9.81396331E-07   1.02014939E+00
        24       2616   3.61461986E+01   4.39131130E-01   3.81897961E-12   7.42808625E-03   9.81396331E-07   1.02014939E+00
        25       2725   3.59014657E+01   4.37455646E-01   3.81964410E-12   6.67943368E-03   9.81396331E-07   1.02014939E+00
        26       2834   3.56392767E+01   4.35653594E-01   3.82070897E-12   7.09306445E-03   9.81396331E-07   1.02014939E+00
        27       2943   3.53826996E+01   4.33771957E-01   3.82136194E-12   7.93769937E-03   9.81396331E-07   1.02014939E+00
        28       3052   3.51309944E+01   4.31894810E-01   3.82269116E-12   6.77626989E-03   9.81396331E-07   1.02014939E+00
        29       3161   3.48956792E+01   4.30187607E-01   3.82322844E-12   7.22884324E-03   9.81396331E-07   1.02014939E+00
        30       3270   3.46513037E+01   4.28318968E-01   3.82342353E-12   7.51949421E-03   9.81396331E-07   1.02014939E+00
        31       3379   3.44277748E+01   4.26712083E-01   3.82407314E-12   8.81659821E-03   9.81396331E-07   1.02014939E+00
        32       3488   3.42241799E+01   4.25241986E-01   3.82496223E-12   6.88389462E-03   9.81396331E-07   1.02014939E+00
        33       3597   3.40345352E+01   4.23885052E-01   3.82494013E-12   7.97049123E-03   9.81396331E-07   1.02014939E+00
        34       3706   3.38413072E+01   4.22438058E-01   3.82519170E-12   6.71963689E-03   9.81396331E-07   1.02014939E+00
        35       3815   3.36480967E+01   4.21001815E-01   3.82529306E-12   6.91303041E-03   9.81396331E-07   1.02014939E+00
        36       3924   3.34570159E+01   4.19613015E-01   3.82554194E-12   6.66780028E-03   9.81396331E-07   1.02014939E+00
        37       4033   3.32690632E+01   4.18251088E-01   3.82577566E-12   6.69320910E-03   9.81396331E-07   1.02014939E+00
        38       4142   3.30813912E+01   4.16788435E-01   3.82627561E-12   5.71625189E-03   9.81396331E-07   1.02014939E+00
        39       4251   3.28982662E+01   4.15367117E-01   3.82654654E-12   8.39907466E-03   9.81396331E-07   1.02014939E+00
        40       4360   3.27201193E+01   4.14040833E-01   3.82655590E-12   7.01649728E-03   9.81396331E-07   1.02014939E+00
        41       4469   3.25560930E+01   4.12838433E-01   3.82673122E-12   6.57497541E-03   9.81396331E-07   1.02014939E+00
        42       4578   3.23870254E+01   4.11514169E-01   3.82736001E-12   6.23813887E-03   9.81396331E-07   1.02014939E+00
        43       4687   3.22204432E+01   4.10213652E-01   3.82795073E-12   6.26518592E-03   9.81396331E-07   1.02014939E+00
        44       4796   3.20611141E+01   4.08957280E-01   3.82816156E-12   6.04755534E-03   9.81396331E-07   1.02014939E+00
        45       4905   3.19082565E+01   4.07768538E-01   3.82851069E-12   6.59124029E-03   9.81396331E-07   1.02014939E+00
        46       5014   3.17629507E+01   4.06645715E-01   3.82856036E-12   5.29650170E-03   9.81396331E-07   1.02014939E+00
        47       5123   3.16137614E+01   4.05428538E-01   3.82860115E-12   5.39143574E-03   9.81396331E-07   1.02014939E+00
        48       5232   3.14670994E+01   4.04311926E-01   3.82857004E-12   6.01929754E-03   9.81396331E-07   1.02014939E+00
        49       5341   3.13285366E+01   4.03284211E-01   3.82876524E-12   6.38813462E-03   9.81396331E-07   1.02014939E+00
        50       5450   3.11792185E+01   4.02110895E-01   3.82885855E-12   7.78825120E-03   9.81396331E-07   1.02014939E+00
