################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -2.0852799140794137E-01 a         1     0     1     1     1
 -3.0490741066159982E-01 a         2     0     1     1     2
  3.8381342782697869E-01 a         3     0     1     1     3
  3.0572371086318242E-02 a         4     0     1     1     4
  4.5586270438661841E-01 a         5     0     1     1     5
  6.6104509064885975E-01 a         6     0     1     1     6
  4.8829126146573876E-01 a         7     0     1     1     7
 -6.7743131618448305E-01 a         8     0     1     1     8
  6.2511070455816586E-01 a         9     0     1     1     9
  6.3376354902492479E-02 a        10     0     1     1    10
  5.1528230482910575E-01 a        11     0     1     1    11
  3.3541317404400256E-01 a        12     0     1     1    12
 -1.3209572133272435E-01 a        13     0     1     1    13
 -1.2972321586586183E-01 a        14     0     1     1    14
  3.0305595851430889E-01 a        15     0     1     1    15
  5.8136335325480837E-01 a        16     0     1     1    16
  7.5448027720714217E-01 a        17     0     1     1    17
  5.1068562001813644E-01 a        18     0     1     1    18
 -4.6486466831444034E-01 a        19     0     1     1    19
 -4.8288228819105306E-01 a        20     0     1     1    20
 -5.4101696903765428E-01 a        21     0     2     1     1
  5.7406062445134931E-01 a        22     0     2     1     2
  5.7505605695966722E-01 a        23     0     2     1     3
  3.5866084354240918E-01 a        24     0     2     1     4
  4.2428435702318457E-01 a        25     0     2     1     5
 -2.2432463119574733E-01 a        26     0     2     1     6
 -4.3987484966071438E-01 a        27     0     2     1     7
 -7.7371581319564020E-01 a        28     0     2     1     8
 -3.8486397063913774E-01 a        29     0     2     1     9
  6.3313876027398586E-01 a        30     0     2     1    10
  5.9721115569249095E-01 a        31     0     2     1    11
  4.5999670799768005E-01 a        32     0     2     1    12
  1.2927577875528395E-01 a        33     0     2     1    13
 -5.7136635878650344E-01 a        34     0     2     1    14
 -5.3445371296069821E-01 a        35     0     2     1    15
  5.3383669198987471E-01 a        36     0     2     1    16
  6.1820162718391303E-01 a        37     0     2     1    17
  3.4168841744663775E-01 a        38     0     2     1    18
 -2.4148429408941119E-01 a        39     0     2     1    19
 -6.9120391635401113E-01 a        40     0     2     1    20
 -1.1072163524147814E-01 a        41     0     3     1     1
 -5.9769821808545520E-01 a        42     0     3     1     2
 -5.8311801767027982E-01 a        43     0     3     1     3
 -7.3716481460606487E-01 a        44     0     3     1     4
 -5.8884108400168611E-01 a        45     0     3     1     5
  3.5632480614966244E-01 a        46     0     3     1     6
 -6.5684636069674418E-01 a        47     0     3     1     7
 -2.1503480369866576E-01 a        48     0     3     1     8
  3.5297828877525755E-01 a        49     0     3     1     9
 -1.6905845243605017E-01 a        50     0     3     1    10
 -2.9158687145647100E-01 a        51     0     3     1    11
  4.5487791524333748E-01 a        52     0     3     1    12
 -5.9842207996714638E-03 a        53     0     3     1    13
 -1.8322886191656942E-01 a        54     0     3     1    14
  2.3276073297395786E-01 a        55     0     3     1    15
  1.3553927156429618E-01 a        56     0     3     1    16
 -4.7204167934990610E-01 a        57     0     3     1    17
 -4.1747573145605427E-01 a        58     0     3     1    18
  5.7557324021198109E-01 a        59     0     3     1    19
  1.5937523126202149E-01 a        60     0     3     1    20
  4.0517148033327866E-01 a        61     0     4     1     1
 -2.8052450599329476E-01 a        62     0     4     1     2
 -4.5052543592506489E-01 a        63     0     4     1     3
  5.1512627568516767E-01 a        64     0     4     1     4
 -1.6109361900663310E-01 a        65     0     4     1     5
  4.1973156860586752E-01 a        66     0     4     1     6
 -6.7217188456419297E-01 a        67     0     4     1     7
 -6.5312098955614550E-01 a        68     0     4     1     8
  4.5616237499463713E-01 a        69     0     4     1     9
 -3.8338348036432573E-01 a        70     0     4     1    10
  6.4401448314999910E-01 a        71     0     4     1    11
 -3.8632265542140753E-01 a        72     0     4     1    12
 -1.9281565389730318E-01 a        73     0     4     1    13
 -3.2536160761360365E-02 a        74     0     4     1    14
  3.2608039771036812E-01 a        75     0     4     1    15
 -8.0710564794227183E-02 a        76     0     4     1    16
 -2.0927887449127403E-01 a        77     0     4     1    17
 -6.0102264656612348E-01 a        78     0     4     1    18
 -6.2882305952461064E-04 a        79     0     4     1    19
 -1.8131778330129322E-01 a        80     0     4     1    20
  2.2736502319200219E-01 a        81     0     5     1     1
 -3.7290269313131241E-01 a        82     0     5     1     2
  5.0323547993944784E-01 a        83     0     5     1     3
  3.1636349806327524E-01 a        84     0     5     1     4
  4.6994680181366232E-02 a        85     0     5     1     5
  6.5698236197145732E-01 a        86     0     5     1     6
 -1.5816983723753983E-01 a        87     0     5     1     7
  2.4578285854293367E-02 a        88     0     5     1     8
  6.6364879748972094E-01 a        89     0     5     1     9
 -2.9982076017646792E-01 a        90     0     5     1    10
  3.2368568905139761E-01 a        91     0     5     1    11
 -4.3831278825662412E-01 a        92     0     5     1    12
  1.8414656816713312E-01 a        93     0     5     1    13
  7.9117564197295931E-02 a        94     0     5     1    14
  2.7783166275545673E-01 a        95     0     5     1    15
 -3.2305257563344214E-01 a        96     0     5     1    16
 -4.2309283853850560E-01 a        97     0     5     1    17
  1.7021281763365653E-01 a        98     0     5     1    18
  3.2955704736888242E-01 a        99     0     5     1    19
 -2.3470664500898950E-01 a       100     0     5     1    20
 -5.1072613582278004E-01 a       101     0     6     1     1
