################################################################################
# Symmetry function scaling data.
################################################################################
# Col  Name     Description
################################################################################
# 1    e_index  Element index.
# 2    sf_index Symmetry function index.
# 3    sf_min   Symmetry function minimum.
# 4    sf_max   Symmetry function maximum.
# 5    sf_mean  Symmetry function mean.
# 6    sf_sigma Symmetry function sigma.
#########################################################################################################################
#        1          2                        3                        4                        5                        6
#  e_index   sf_index                   sf_min                   sf_max                  sf_mean                 sf_sigma
#########################################################################################################################
         1          1   3.6922240183932642E-02   2.8442876174161835E+00   1.6856498265011497E+00   6.6876413086195519E-01
         1          2   4.0554341220319839E-01   2.5511009071058925E+00   2.1709244757355326E+00   3.7585593106876825E-01
         1          3   7.6977893334520364E-01   3.7568379087260784E+00   1.7798394746053463E+00   5.8667830084029959E-01
         1          4   1.3803221539126782E+00   5.7035195595085639E+00   2.7186445584016283E+00   7.8398718061771577E-01
         1          5   3.7844680483055826E+00   6.3999211824673417E+00   5.3407786415878178E+00   4.2788974087972503E-01
         1          6   3.6696240975710839E+00   7.7753794019567817E+00   6.2242954967198649E+00   8.3547751418621485E-01
         1          7   2.5306303798137946E+00   4.5051416133192994E+00   3.9954976573370842E+00   3.5096885542958506E-01
         1          8   1.4544280679760824E+00   2.1816219752996702E+00   1.6785565172048329E+00   1.1331108813606805E-01
         1          9   4.3419769010924714E-01   8.5812875872320582E-01   5.8838733281614131E-01   6.9453910926263948E-02
         1         10   1.2442866227944663E-01   2.2258568286281799E-01   1.6330297253104781E-01   1.5272728320212640E-02
         1         11   3.6940513070082726E-01   2.4458100695679637E+00   1.2330258397265914E+00   3.5006831781230946E-01
         1         12   1.3800863906147212E+00   4.2318465946056687E+00   2.9973774715315487E+00   5.4634747935513361E-01
         1         13   4.6284055096031611E-02   1.0698400414392197E+00   3.3513486758204497E-01   1.4801030586193983E-01
         1         14   8.2742258425631521E-01   3.0028921842938301E+00   1.8382339738625018E+00   3.9359559265397343E-01
