################################################################################
# Kalman filter status report.
################################################################################
# Col  Name     Description
################################################################################
# 1    epoch    Training epoch.
# 2    nupdates Number of updates performed.
# 3    Pdiag    Mean of absolute diagonal values of error covariance matrix P.
# 4    Poffdiag Mean of absolute off-diagonal values of error covariance matrix P.
# 5    Pasym    Asymmetry of P, i.e. mean of absolute values of asymmetric part 0.5*(P - P^T).
# 6    Kmean    Mean of abolute compontents of Kalman gain matrix K.
# 7    q        Magnitude of process noise (= diagonal entries of Q).
# 8    eta      Learning rate.
###########################################################################################################################
#        1          2                3                4                5                6                7                8
#    epoch   nupdates            Pdiag         Poffdiag            Pasym            Kmean                q              eta
###########################################################################################################################
         0          0   1.00000000E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.00000000E-02   1.00000000E-02
         1         83   7.98951771E+01   6.22074744E-01   8.89432102E-13   1.78336032E-02   1.00058526E-03   9.99415078E-02
         2        166   6.47309264E+01   6.55402431E-01   9.97862915E-13   6.26240077E-02   1.00117087E-04   9.98830498E-01
         3        249   5.45374794E+01   6.20778885E-01   1.20954556E-12   4.93062071E-02   1.00175682E-05   1.02692074E+00
         4        332   4.95856336E+01   5.95471017E-01   1.67846071E-12   3.08778335E-02   1.00234311E-06   1.02692074E+00
         5        415   4.64740760E+01   5.76183191E-01   2.37852808E-12   2.22872484E-02   9.74925162E-07   1.02692074E+00
         6        498   4.42921500E+01   5.57921985E-01   2.85562618E-12   2.06861265E-02   9.74925162E-07   1.02692074E+00
         7        581   4.26751574E+01   5.43190600E-01   3.15216130E-12   1.60430966E-02   9.74925162E-07   1.02692074E+00
         8        664   4.14239199E+01   5.31505590E-01   3.40742134E-12   1.45265565E-02   9.74925162E-07   1.02692074E+00
         9        747   4.04632156E+01   5.22410632E-01   3.48757989E-12   2.54559654E-02   9.74925162E-07   1.02692074E+00
        10        830   3.96574562E+01   5.14928498E-01   3.61131601E-12   1.36364352E-02   9.74925162E-07   1.02692074E+00
        11        913   3.89769670E+01   5.09321883E-01   3.62596301E-12   1.34009403E-02   9.74925162E-07   1.02692074E+00
        12        996   3.84105285E+01   5.04482071E-01   3.63331575E-12   1.11540112E-02   9.74925162E-07   1.02692074E+00
        13       1079   3.78978382E+01   5.00517675E-01   3.65757228E-12   9.72549274E-03   9.74925162E-07   1.02692074E+00
        14       1162   3.74541645E+01   4.96871528E-01   3.66580625E-12   1.13129290E-02   9.74925162E-07   1.02692074E+00
        15       1245   3.70313696E+01   4.93444894E-01   3.67654487E-12   1.82104798E-02   9.74925162E-07   1.02692074E+00
