################################################################################
# Kalman filter status report.
################################################################################
# Col  Name     Description
################################################################################
# 1    epoch    Training epoch.
# 2    nupdates Number of updates performed.
# 3    Pdiag    Mean of absolute diagonal values of error covariance matrix P.
# 4    Poffdiag Mean of absolute off-diagonal values of error covariance matrix P.
# 5    Pasym    Asymmetry of P, i.e. mean of absolute values of asymmetric part 0.5*(P - P^T).
# 6    Kmean    Mean of abolute compontents of Kalman gain matrix K.
# 7    q        Magnitude of process noise (= diagonal entries of Q).
# 8    eta      Learning rate.
###########################################################################################################################
#        1          2                3                4                5                6                7                8
#    epoch   nupdates            Pdiag         Poffdiag            Pasym            Kmean                q              eta
###########################################################################################################################
         0          0   1.00000000E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.00000000E-02   1.00000000E-02
         1         72   8.58229368E+01   5.33048308E-01   6.85181124E-13   1.52447344E-02   1.00058526E-03   9.99415078E-02
         2        144   7.41808990E+01   6.11452921E-01   7.84521027E-13   6.02091378E-02   1.00117087E-04   9.98830498E-01
         3        216   6.57893963E+01   6.08168736E-01   1.19942028E-12   3.81911306E-02   1.00175682E-05   1.03128133E+00
         4        288   6.14703603E+01   6.03401835E-01   2.17264060E-12   3.58061676E-02   1.00234311E-06   1.03128133E+00
         5        360   5.83095524E+01   5.97835691E-01   3.04826324E-12   2.39470194E-02   9.70802869E-07   1.03128133E+00
         6        432   5.58265996E+01   5.87164369E-01   3.87871105E-12   4.45158716E-02   9.70802869E-07   1.03128133E+00
         7        504   5.41020131E+01   5.75814138E-01   4.43202565E-12   2.00166932E-02   9.70802869E-07   1.03128133E+00
         8        576   5.27557108E+01   5.67799607E-01   4.77642784E-12   1.37646485E-02   9.70802869E-07   1.03128133E+00
         9        648   5.17161334E+01   5.58671057E-01   5.07756795E-12   1.57647673E-02   9.70802869E-07   1.03128133E+00
        10        720   5.07908021E+01   5.51151081E-01   5.41733309E-12   1.38724360E-02   9.70802869E-07   1.03128133E+00
        11        792   5.00887881E+01   5.46310078E-01   5.51668316E-12   1.11541925E-02   9.70802869E-07   1.03128133E+00
        12        864   4.93681446E+01   5.41294520E-01   5.88419040E-12   1.25210952E-02   9.70802869E-07   1.03128133E+00
        13        936   4.87962459E+01   5.38320508E-01   5.95195887E-12   1.42099899E-02   9.70802869E-07   1.03128133E+00
        14       1008   4.82370857E+01   5.35250001E-01   5.99618088E-12   1.11224006E-02   9.70802869E-07   1.03128133E+00
        15       1080   4.77812265E+01   5.32402186E-01   6.01416548E-12   2.18786671E-02   9.70802869E-07   1.03128133E+00
