################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -9.3220513549029049E-02 a         1     0     1     1     1
  4.9389543509194517E-01 a         2     0     1     1     2
 -4.7139436910053906E-01 a         3     0     1     1     3
 -2.4162854097705572E-01 a         4     0     1     1     4
  2.8366424830900216E-01 a         5     0     1     1     5
  8.2286647453953654E-01 a         6     0     1     1     6
  9.0518439532147207E-02 a         7     0     1     1     7
  2.0205373407411112E-01 a         8     0     1     1     8
 -8.3941252725604365E-01 a         9     0     1     1     9
  7.4133324616495633E-02 a        10     0     1     1    10
  1.4389183035636269E-01 a        11     0     1     1    11
 -7.4879744708159640E-02 a        12     0     1     1    12
  7.3139103916725234E-01 a        13     0     1     1    13
 -5.8731146185264149E-01 a        14     0     1     1    14
 -1.5023994822044232E-01 a        15     0     1     1    15
  7.7158149601876913E-01 a        16     0     1     1    16
  9.0902167738881406E-02 a        17     0     1     1    17
 -1.0310995379683653E-01 a        18     0     1     1    18
 -3.0641747818510806E-01 a        19     0     1     1    19
 -8.0023362290495548E-01 a        20     0     1     1    20
 -5.3400176166365654E-01 a        21     0     2     1     1
  3.5351460598544809E-01 a        22     0     2     1     2
  3.8345042585856454E-01 a        23     0     2     1     3
 -5.0983868419519851E-01 a        24     0     2     1     4
 -2.0904684069697149E-01 a        25     0     2     1     5
 -6.6039785894422920E-01 a        26     0     2     1     6
 -3.3494925088511190E-01 a        27     0     2     1     7
 -9.7741698106038596E-02 a        28     0     2     1     8
  1.6872793967635519E-01 a        29     0     2     1     9
 -5.9854633630929088E-01 a        30     0     2     1    10
  1.4066471711556938E-01 a        31     0     2     1    11
 -5.9953259026839023E-01 a        32     0     2     1    12
  7.1823801514682106E-01 a        33     0     2     1    13
 -3.8023047430805029E-01 a        34     0     2     1    14
 -6.0706896881255834E-01 a        35     0     2     1    15
  1.5121354941482141E-02 a        36     0     2     1    16
  1.8428988135520535E-01 a        37     0     2     1    17
 -3.8664101679348367E-01 a        38     0     2     1    18
  5.0411415931517845E-01 a        39     0     2     1    19
  3.0882267957221338E-01 a        40     0     2     1    20
  5.7900612141715095E-02 a        41     0     3     1     1
 -3.2819281568940317E-01 a        42     0     3     1     2
 -1.2648057336240562E-01 a        43     0     3     1     3
  3.4796257135214154E-01 a        44     0     3     1     4
 -5.3774605854062900E-02 a        45     0     3     1     5
 -1.1981416978124512E-01 a        46     0     3     1     6
  4.7225436739883092E-01 a        47     0     3     1     7
  4.0030206543496560E-01 a        48     0     3     1     8
 -1.1613975812924950E-01 a        49     0     3     1     9
  1.5157850150625593E-01 a        50     0     3     1    10
  5.6956312415925126E-01 a        51     0     3     1    11
  5.3241438646685535E-01 a        52     0     3     1    12
 -4.9498756221572998E-01 a        53     0     3     1    13
  1.3594580592705244E-01 a        54     0     3     1    14
  1.7743714176848335E-01 a        55     0     3     1    15
  5.5374369421636416E-01 a        56     0     3     1    16
  5.5536757599872233E-01 a        57     0     3     1    17
 -5.6709174378206595E-01 a        58     0     3     1    18
 -2.0793641722143338E-01 a        59     0     3     1    19
  4.0654885286590153E-01 a        60     0     3     1    20
  6.2961942680923955E-01 a        61     0     4     1     1
