################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  3.4151281978805278E-02 a         1     0     1     1     1
  1.2343353623214175E+00 a         2     0     1     1     2
 -4.1562421651481252E-01 a         3     0     1     1     3
  2.9178625881144067E-02 a         4     0     1     1     4
  1.3096894094449257E-01 a         5     0     1     1     5
  1.2981316581498348E-01 a         6     0     1     1     6
 -5.3473359867130588E-02 a         7     0     1     1     7
  2.1021788997906221E-01 a         8     0     1     1     8
  9.5956757221472400E-01 a         9     0     1     1     9
  5.5974142445281394E-01 a        10     0     1     1    10
  2.1370315749938137E-01 a        11     0     1     1    11
  2.1345934001963349E-01 a        12     0     1     1    12
 -3.2756267037026077E-01 a        13     0     1     1    13
  4.1404149467019558E-01 a        14     0     1     1    14
 -7.8776136268546182E-01 a        15     0     1     1    15
  4.8460496203328629E-01 a        16     0     1     1    16
 -2.5447100331471595E-01 a        17     0     1     1    17
  5.6088160098712125E-01 a        18     0     1     1    18
 -1.3252531169874945E-02 a        19     0     1     1    19
  5.6916321328024366E-01 a        20     0     1     1    20
 -2.5704788036389520E-01 a        21     0     2     1     1
  1.2389934726836543E-01 a        22     0     2     1     2
 -1.6485597800028950E-01 a        23     0     2     1     3
  3.4029080737598599E-01 a        24     0     2     1     4
 -1.7719683645022111E-01 a        25     0     2     1     5
  8.1613656027825521E-01 a        26     0     2     1     6
 -3.1792265710004575E-01 a        27     0     2     1     7
 -2.4609982184139367E-01 a        28     0     2     1     8
 -3.1114391493688504E-01 a        29     0     2     1     9
 -2.7730052777878156E-01 a        30     0     2     1    10
  4.2939840862798777E-02 a        31     0     2     1    11
  1.0228388680348715E+00 a        32     0     2     1    12
  5.5978164246492279E-01 a        33     0     2     1    13
 -5.4394440616858819E-01 a        34     0     2     1    14
  2.3041781379896104E-01 a        35     0     2     1    15
 -2.7235086065991704E-01 a        36     0     2     1    16
  4.1298240925679247E-01 a        37     0     2     1    17
  2.4314727981588810E-01 a        38     0     2     1    18
  6.1217076549879512E-01 a        39     0     2     1    19
  1.3111044417655299E-01 a        40     0     2     1    20
 -6.3388588236411436E-01 a        41     0     3     1     1
 -7.2674803688505230E-01 a        42     0     3     1     2
  1.1397919376082248E+00 a        43     0     3     1     3
  6.5265622691175329E-01 a        44     0     3     1     4
  9.1467181604052383E-01 a        45     0     3     1     5
 -3.0825420361849609E-01 a        46     0     3     1     6
