################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  4.2638438713332932E-01 a         1     0     1     1     1
 -4.1778776816785446E-01 a         2     0     1     1     2
  1.1469787492539223E-01 a         3     0     1     1     3
  8.2230044998023877E-01 a         4     0     1     1     4
 -7.1792872658667595E-01 a         5     0     1     1     5
 -3.2394077294757684E-01 a         6     0     1     1     6
  6.4818020221034534E-01 a         7     0     1     1     7
  2.0395403555374378E-01 a         8     0     1     1     8
  3.5907791775030401E-01 a         9     0     1     1     9
  6.7967940954790940E-01 a        10     0     1     1    10
  1.8154925130461828E-02 a        11     0     1     1    11
 -5.5705548470225563E-01 a        12     0     1     1    12
  8.5651405431374372E-01 a        13     0     1     1    13
 -7.2141027812972491E-01 a        14     0     1     1    14
 -6.1472062732602128E-01 a        15     0     1     1    15
 -1.1210784589686469E+00 a        16     0     1     1    16
 -4.9666280811443270E-01 a        17     0     1     1    17
 -4.6583618823196765E-01 a        18     0     1     1    18
 -4.5041155942026512E-01 a        19     0     1     1    19
  2.2079333953676849E-02 a        20     0     1     1    20
  5.5500529925506115E-01 a        21     0     2     1     1
 -4.5257258203847191E-02 a        22     0     2     1     2
  7.5955553427286160E-01 a        23     0     2     1     3
 -4.7658785107122525E-01 a        24     0     2     1     4
  2.8407758828294039E-01 a        25     0     2     1     5
  2.4449780566025872E-01 a        26     0     2     1     6
 -3.6570317618675491E-01 a        27     0     2     1     7
  2.2121997048831551E-01 a        28     0     2     1     8
 -7.1210505570624349E-01 a        29     0     2     1     9
 -3.2669883203738281E-01 a        30     0     2     1    10
  6.4622234885499752E-01 a        31     0     2     1    11
 -5.0203083720479318E-02 a        32     0     2     1    12
  6.4336659669314233E-01 a        33     0     2     1    13
  4.8499846534821628E-01 a        34     0     2     1    14
 -2.5679023220174690E-01 a        35     0     2     1    15
  1.7955306932405435E-01 a        36     0     2     1    16
  1.9970507382276556E-01 a        37     0     2     1    17
  4.0510698995258454E-01 a        38     0     2     1    18
  6.2313167588896556E-01 a        39     0     2     1    19
  4.6498480537579346E-03 a        40     0     2     1    20
 -3.9128577371296563E-01 a        41     0     3     1     1
 -6.4193812570173658E-01 a        42     0     3     1     2
 -8.9559953312292939E-01 a        43     0     3     1     3
  7.8395319763642546E-01 a        44     0     3     1     4
 -2.3604811177846685E-01 a        45     0     3     1     5
  2.4345247038243850E-01 a        46     0     3     1     6
 -4.8231215598514593E-01 a        47     0     3     1     7
 -4.8632926618883920E-01 a        48     0     3     1     8
  7.0261172239617875E-01 a        49     0     3     1     9
 -5.7940120219149305E-01 a        50     0     3     1    10
  9.8473244942005198E-02 a        51     0     3     1    11
  1.6003074065407846E-01 a        52     0     3     1    12
 -1.0635099139426071E-01 a        53     0     3     1    13
 -8.0222478306387501E-01 a        54     0     3     1    14
 -1.6078169768743353E-01 a        55     0     3     1    15
 -1.8068386896371158E-01 a        56     0     3     1    16
  1.7706888970624313E-01 a        57     0     3     1    17
 -9.8107702995854418E-02 a        58     0     3     1    18
 -2.1230253371214552E-01 a        59     0     3     1    19
  4.1493267084136076E-01 a        60     0     3     1    20
 -6.3514426354665821E-01 a        61     0     4     1     1
  9.5671845218219231E-01 a        62     0     4     1     2
 -1.0997051450436149E-01 a        63     0     4     1     3
  2.8348795794338166E-01 a        64     0     4     1     4
  2.9695439426633974E-01 a        65     0     4     1     5
 -2.3459053013735090E-01 a        66     0     4     1     6
  1.1068539613263042E+00 a        67     0     4     1     7
  3.3090938919731971E-01 a        68     0     4     1     8
  4.6266834539658552E-01 a        69     0     4     1     9
  8.1728840244833367E-01 a        70     0     4     1    10
  3.7865650774293533E-03 a        71     0     4     1    11
  1.1679249125754491E-01 a        72     0     4     1    12
  9.0997936302069538E-01 a        73     0     4     1    13
  1.8774506811938338E-01 a        74     0     4     1    14
  3.0707749605534934E-01 a        75     0     4     1    15
  3.6282635350607786E-02 a        76     0     4     1    16
 -9.2509334703766377E-01 a        77     0     4     1    17
 -8.6755560287615929E-01 a        78     0     4     1    18
 -2.4378306421481064E-01 a        79     0     4     1    19
 -3.4065661807988624E-02 a        80     0     4     1    20
 -2.5233644886419826E-01 a        81     0     5     1     1
  1.5737923058059544E-01 a        82     0     5     1     2
  6.3290149158663142E-02 a        83     0     5     1     3
 -4.0789997914296772E-02 a        84     0     5     1     4
 -3.5115737553195003E-01 a        85     0     5     1     5
  1.9329215640569655E-01 a        86     0     5     1     6
 -8.6982877995332275E-02 a        87     0     5     1     7
  5.9136485107483838E-01 a        88     0     5     1     8
  4.3238627845937974E-02 a        89     0     5     1     9
 -4.7353803538831502E-01 a        90     0     5     1    10
  7.0162944947597769E-02 a        91     0     5     1    11
 -4.5053163809932217E-01 a        92     0     5     1    12
 -4.2521075583465717E-01 a        93     0     5     1    13
  1.5022339162313245E-01 a        94     0     5     1    14
 -7.4097443729715207E-01 a        95     0     5     1    15
  5.5853225524245279E-02 a        96     0     5     1    16
  1.1972626753456631E-01 a        97     0     5     1    17
  7.4334795012224497E-01 a        98     0     5     1    18
 -7.4400432884350576E-01 a        99     0     5     1    19
 -3.6326944260927951E-01 a       100     0     5     1    20
  6.8341055281815510E-01 a       101     0     6     1     1
 -1.1171097183782979E+00 a       102     0     6     1     2
 -9.9538398596478939E-01 a       103     0     6     1     3
  1.0161305520652696E-01 a       104     0     6     1     4
 -6.3136517480872101E-01 a       105     0     6     1     5
  8.7260954233767063E-02 a       106     0     6     1     6
  2.4920440550927101E-02 a       107     0     6     1     7
  2.4901137148308772E-01 a       108     0     6     1     8
 -8.8670654408772742E-01 a       109     0     6     1     9
  2.4272460378020658E-01 a       110     0     6     1    10
  9.4621172079775095E-01 a       111     0     6     1    11
  1.5082341199067270E-01 a       112     0     6     1    12
 -8.4838803552354736E-02 a       113     0     6     1    13
 -6.2813987108032465E-01 a       114     0     6     1    14
  3.7751686997299783E-01 a       115     0     6     1    15
  7.0680886276084665E-01 a       116     0     6     1    16
 -2.2202853697220729E-01 a       117     0     6     1    17
  1.1023475978890347E+00 a       118     0     6     1    18
 -2.5860736259367656E-01 a       119     0     6     1    19
  8.7873646636394409E-01 a       120     0     6     1    20
 -1.9395036621068742E-01 a       121     0     7     1     1
 -2.5983740169915798E-01 a       122     0     7     1     2
  8.1655459345320569E-01 a       123     0     7     1     3
 -9.7004977402717729E-01 a       124     0     7     1     4
 -3.7925155661648230E-01 a       125     0     7     1     5
  7.8548678097233082E-01 a       126     0     7     1     6
