################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  4.3278556637475241E-01 a         1     0     1     1     1
 -4.5012746113049912E-01 a         2     0     1     1     2
  1.1232011284186172E-01 a         3     0     1     1     3
  8.2753034401424452E-01 a         4     0     1     1     4
 -7.1812742964237519E-01 a         5     0     1     1     5
 -3.4435950088698120E-01 a         6     0     1     1     6
  6.5417087501703364E-01 a         7     0     1     1     7
  1.9988735658186155E-01 a         8     0     1     1     8
  4.0445681534305100E-01 a         9     0     1     1     9
  7.0037808601163620E-01 a        10     0     1     1    10
  4.1211846484352277E-02 a        11     0     1     1    11
 -5.0731737753528927E-01 a        12     0     1     1    12
  8.5358783442584962E-01 a        13     0     1     1    13
 -6.7156367044759468E-01 a        14     0     1     1    14
 -5.9107198007729211E-01 a        15     0     1     1    15
 -1.1231660080791714E+00 a        16     0     1     1    16
 -5.3918024589806202E-01 a        17     0     1     1    17
 -4.9577104841348896E-01 a        18     0     1     1    18
 -5.2128816458576099E-01 a        19     0     1     1    19
  2.5125795760971490E-02 a        20     0     1     1    20
  5.8781676200890087E-01 a        21     0     2     1     1
 -4.0465915256846854E-02 a        22     0     2     1     2
  7.8875871868098202E-01 a        23     0     2     1     3
 -4.8090133130158735E-01 a        24     0     2     1     4
  2.6022872806261282E-01 a        25     0     2     1     5
  2.1261204438785930E-01 a        26     0     2     1     6
 -3.5649905259338338E-01 a        27     0     2     1     7
  2.3114023931810021E-01 a        28     0     2     1     8
 -6.7484609473676516E-01 a        29     0     2     1     9
 -3.0867740960865325E-01 a        30     0     2     1    10
  6.2662057662424486E-01 a        31     0     2     1    11
 -7.3445913247870906E-02 a        32     0     2     1    12
  6.6581690130393434E-01 a        33     0     2     1    13
  4.6768177121210114E-01 a        34     0     2     1    14
 -2.5545336560189197E-01 a        35     0     2     1    15
  1.7385212807456429E-01 a        36     0     2     1    16
  1.9358769573688236E-01 a        37     0     2     1    17
  3.9659351156316502E-01 a        38     0     2     1    18
  5.9928564445828858E-01 a        39     0     2     1    19
 -7.4627881372170738E-04 a        40     0     2     1    20
 -3.6646290211751936E-01 a        41     0     3     1     1
 -7.0169329716277973E-01 a        42     0     3     1     2
 -9.3514849331867189E-01 a        43     0     3     1     3
  7.9362655955886330E-01 a        44     0     3     1     4
 -2.2885327386778431E-01 a        45     0     3     1     5
  2.5210787411291785E-01 a        46     0     3     1     6
 -4.6901294287894590E-01 a        47     0     3     1     7
 -4.9364250288379286E-01 a        48     0     3     1     8
  7.1527681353039918E-01 a        49     0     3     1     9
 -5.6241853933934260E-01 a        50     0     3     1    10
  9.1453611739828994E-02 a        51     0     3     1    11
  2.0280084640706797E-01 a        52     0     3     1    12
 -1.4164511877202768E-01 a        53     0     3     1    13
 -8.0626422783510321E-01 a        54     0     3     1    14
 -6.2216607364701589E-02 a        55     0     3     1    15
 -1.7465653088007085E-01 a        56     0     3     1    16
  1.4196718539040951E-01 a        57     0     3     1    17
 -6.7794706058065854E-02 a        58     0     3     1    18
 -2.1289624916031213E-01 a        59     0     3     1    19
  4.3203384671420214E-01 a        60     0     3     1    20
 -6.5083538503749561E-01 a        61     0     4     1     1
  9.8259961366838489E-01 a        62     0     4     1     2
 -7.7240000105486581E-02 a        63     0     4     1     3
  3.0215760677127740E-01 a        64     0     4     1     4
  3.0785516830283322E-01 a        65     0     4     1     5
 -2.7077829996324565E-01 a        66     0     4     1     6
  1.1368073564128149E+00 a        67     0     4     1     7
  3.0897808807082644E-01 a        68     0     4     1     8
  4.9771706264058069E-01 a        69     0     4     1     9
  8.5806567861061567E-01 a        70     0     4     1    10
