################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  4.4621482171367421E-01 a         1     0     1     1     1
 -3.4744718099093397E-01 a         2     0     1     1     2
  1.4461311856574952E-01 a         3     0     1     1     3
  7.5008937554458210E-01 a         4     0     1     1     4
 -7.1070119608958937E-01 a         5     0     1     1     5
 -2.9638028256877569E-01 a         6     0     1     1     6
  6.7257406478988802E-01 a         7     0     1     1     7
  2.2810750649717632E-01 a         8     0     1     1     8
  3.4414170834570046E-01 a         9     0     1     1     9
  6.1469363206947170E-01 a        10     0     1     1    10
 -5.9283216037189466E-02 a        11     0     1     1    11
 -5.7698903171919236E-01 a        12     0     1     1    12
  7.2050388015368627E-01 a        13     0     1     1    13
 -7.1167956271129251E-01 a        14     0     1     1    14
 -5.9733779710669899E-01 a        15     0     1     1    15
 -1.0079143863121318E+00 a        16     0     1     1    16
 -4.6634014238563726E-01 a        17     0     1     1    17
 -3.4648821997017276E-01 a        18     0     1     1    18
 -4.5462362884453161E-01 a        19     0     1     1    19
 -8.0260969728090270E-02 a        20     0     1     1    20
  5.9815614924198679E-01 a        21     0     2     1     1
 -5.9727974633369658E-02 a        22     0     2     1     2
  7.3496001808885680E-01 a        23     0     2     1     3
 -4.8922590323997955E-01 a        24     0     2     1     4
  3.1808121072222162E-01 a        25     0     2     1     5
  2.7982947056864327E-01 a        26     0     2     1     6
 -4.5840157856728647E-01 a        27     0     2     1     7
  2.1277254792299963E-01 a        28     0     2     1     8
 -7.6083951830591656E-01 a        29     0     2     1     9
 -3.7640613605184237E-01 a        30     0     2     1    10
  6.2310847879192854E-01 a        31     0     2     1    11
 -3.1709693437788525E-02 a        32     0     2     1    12
  5.7834504108803209E-01 a        33     0     2     1    13
  4.6395186296111496E-01 a        34     0     2     1    14
 -1.3970331494277433E-01 a        35     0     2     1    15
  2.3981889458478928E-01 a        36     0     2     1    16
  1.9906192613500423E-01 a        37     0     2     1    17
  4.3611086700823692E-01 a        38     0     2     1    18
  6.6031588416178477E-01 a        39     0     2     1    19
  3.8089074070154064E-02 a        40     0     2     1    20
 -3.9681594833487693E-01 a        41     0     3     1     1
 -6.3185307908091393E-01 a        42     0     3     1     2
 -8.0085989841269534E-01 a        43     0     3     1     3
  7.0742220073363493E-01 a        44     0     3     1     4
 -2.4506797148411358E-01 a        45     0     3     1     5
  2.0676181041471911E-01 a        46     0     3     1     6
 -4.5681908892797884E-01 a        47     0     3     1     7
 -4.9130129907685627E-01 a        48     0     3     1     8
  6.9828316182835803E-01 a        49     0     3     1     9
 -5.7150632658225653E-01 a        50     0     3     1    10
  9.8011035199289095E-02 a        51     0     3     1    11
  8.8433391877669715E-02 a        52     0     3     1    12
 -1.0179528381915263E-01 a        53     0     3     1    13
 -7.4480822252819467E-01 a        54     0     3     1    14
 -2.4917506456653676E-01 a        55     0     3     1    15
 -1.4734478491969838E-01 a        56     0     3     1    16
  2.3620244972523510E-01 a        57     0     3     1    17
