################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.1963006319363069E-01 a         1     0     1     1     1
  3.0221427654880467E-01 a         2     0     1     1     2
 -4.8178291276234203E-01 a         3     0     1     1     3
 -1.9798352233727199E-02 a         4     0     1     1     4
  4.8118126153698960E-02 a         5     0     1     1     5
  5.8020641683204754E-01 a         6     0     1     1     6
 -8.6867019853224051E-02 a         7     0     1     1     7
  2.1115740027424085E-01 a         8     0     1     1     8
 -5.8682841431130262E-01 a         9     0     1     1     9
 -9.2777296878524072E-03 a        10     0     1     1    10
  8.6974776111381769E-02 a        11     0     1     1    11
 -1.1506902685259544E-01 a        12     0     1     1    12
  5.3790522931363149E-01 a        13     0     1     1    13
 -6.4462256648622207E-01 a        14     0     1     1    14
 -1.8451745627148386E-01 a        15     0     1     1    15
  3.8899594942565296E-01 a        16     0     1     1    16
  1.8242763800467802E-02 a        17     0     1     1    17
 -2.0521030928683109E-02 a        18     0     1     1    18
 -3.2300619164627614E-01 a        19     0     1     1    19
 -5.3147718957463574E-01 a        20     0     1     1    20
 -6.7534264305701108E-01 a        21     0     2     1     1
  4.2718886620670399E-01 a        22     0     2     1     2
  2.2525806197722484E-01 a        23     0     2     1     3
 -3.3699080607619858E-01 a        24     0     2     1     4
 -1.3173301652268019E-01 a        25     0     2     1     5
 -6.2311499447959673E-01 a        26     0     2     1     6
 -1.9597457394268367E-01 a        27     0     2     1     7
 -1.9718361947998619E-01 a        28     0     2     1     8
  2.6136168425936507E-01 a        29     0     2     1     9
 -5.2553361082331429E-01 a        30     0     2     1    10
 -2.0423748646431861E-01 a        31     0     2     1    11
 -6.4881362399527409E-01 a        32     0     2     1    12
  7.2783362903094129E-01 a        33     0     2     1    13
 -3.5305110157901337E-01 a        34     0     2     1    14
 -4.9948382257568708E-01 a        35     0     2     1    15
 -3.5542193255736038E-01 a        36     0     2     1    16
  7.9746715791550488E-02 a        37     0     2     1    17
 -1.3055650137473565E-01 a        38     0     2     1    18
  2.9881706454283558E-01 a        39     0     2     1    19
  4.1809211291345122E-01 a        40     0     2     1    20
 -2.3282397164267360E-02 a        41     0     3     1     1
 -4.1965018249822689E-01 a        42     0     3     1     2
 -2.8157924300827597E-01 a        43     0     3     1     3
  1.9769469036780887E-01 a        44     0     3     1     4
 -1.6093014765135388E-01 a        45     0     3     1     5
  4.2325923674787519E-02 a        46     0     3     1     6
  3.1541992729586898E-01 a        47     0     3     1     7
  2.8600460058288013E-01 a        48     0     3     1     8
 -8.0121254912857418E-02 a        49     0     3     1     9
  3.9332542184039049E-01 a        50     0     3     1    10
  6.9718055322337924E-01 a        51     0     3     1    11
  3.4275377714035743E-01 a        52     0     3     1    12
 -3.2155640160994581E-01 a        53     0     3     1    13
  2.6670100957773851E-01 a        54     0     3     1    14
  2.7178250655851510E-01 a        55     0     3     1    15
  4.4710782035518343E-01 a        56     0     3     1    16
  6.1246241075273633E-01 a        57     0     3     1    17
 -5.5429962855004322E-01 a        58     0     3     1    18
