################################################################################
# Kalman filter status report.
################################################################################
# Col  Name     Description
################################################################################
# 1    epoch    Training epoch.
# 2    nupdates Number of updates performed.
# 3    Pdiag    Mean of absolute diagonal values of error covariance matrix P.
# 4    Poffdiag Mean of absolute off-diagonal values of error covariance matrix P.
# 5    Pasym    Asymmetry of P, i.e. mean of absolute values of asymmetric part 0.5*(P - P^T).
# 6    Kmean    Mean of abolute compontents of Kalman gain matrix K.
# 7    q        Magnitude of process noise (= diagonal entries of Q).
# 8    eta      Learning rate.
###########################################################################################################################
#        1          2                3                4                5                6                7                8
#    epoch   nupdates            Pdiag         Poffdiag            Pasym            Kmean                q              eta
###########################################################################################################################
         0          0   1.00000000E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.00000000E-02   1.00000000E-02
         1        111   8.47182185E+01   5.36742195E-01   7.39765160E-13   1.14129854E-02   1.00058526E-03   9.99415078E-02
         2        222   7.15838755E+01   6.14467411E-01   9.27584145E-13   5.18420336E-02   1.00117087E-04   9.98830498E-01
         3        333   6.23337675E+01   6.08204114E-01   1.34552675E-12   3.41153331E-02   1.00175682E-05   1.01976127E+00
         4        444   5.76041372E+01   5.93474740E-01   2.32643298E-12   2.30770280E-02   1.00234311E-06   1.01976127E+00
         5        555   5.43024009E+01   5.74625936E-01   3.74703511E-12   1.92886752E-02   9.81769850E-07   1.01976127E+00
         6        666   5.19509023E+01   5.59659422E-01   4.24964457E-12   1.66967620E-02   9.81769850E-07   1.01976127E+00
         7        777   5.01224896E+01   5.48169058E-01   4.96662348E-12   1.83948451E-02   9.81769850E-07   1.01976127E+00
         8        888   4.88330914E+01   5.39928086E-01   5.28099573E-12   1.47397576E-02   9.81769850E-07   1.01976127E+00
         9        999   4.77794179E+01   5.33588405E-01   5.62848788E-12   1.19329563E-02   9.81769850E-07   1.01976127E+00
        10       1110   4.69088562E+01   5.28953857E-01   5.68918321E-12   1.16861479E-02   9.81769850E-07   1.01976127E+00
        11       1221   4.60812896E+01   5.23696051E-01   5.73255391E-12   1.14531323E-02   9.81769850E-07   1.01976127E+00
        12       1332   4.52996823E+01   5.19452904E-01   5.96806351E-12   1.38720695E-02   9.81769850E-07   1.01976127E+00
        13       1443   4.46275408E+01   5.15769219E-01   6.00615507E-12   1.15955068E-02   9.81769850E-07   1.01976127E+00
        14       1554   4.41023806E+01   5.12671392E-01   6.01335700E-12   1.92681053E-02   9.81769850E-07   1.01976127E+00
        15       1665   4.35877323E+01   5.09839188E-01   6.02531688E-12   8.63402361E-03   9.81769850E-07   1.01976127E+00
