################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  3.2753332122257051E-01 a         1     0     1     1     1
 -6.0399570461253410E-02 a         2     0     1     1     2
  4.1840624103724738E-01 a         3     0     1     1     3
  5.3679972050307356E-01 a         4     0     1     1     4
 -6.2639407004557368E-01 a         5     0     1     1     5
  1.3196625402025194E-01 a         6     0     1     1     6
  8.0540817406802645E-01 a         7     0     1     1     7
  2.8487433566102521E-01 a         8     0     1     1     8
  2.8548338400743739E-01 a         9     0     1     1     9
  5.1953431569703445E-01 a        10     0     1     1    10
 -1.5081740160411219E-01 a        11     0     1     1    11
 -3.0514294919083340E-01 a        12     0     1     1    12
  6.4894724485388944E-01 a        13     0     1     1    13
 -7.5257208150346278E-01 a        14     0     1     1    14
 -5.8611516798318375E-01 a        15     0     1     1    15
 -4.8630854754436886E-01 a        16     0     1     1    16
 -4.4558721527524453E-01 a        17     0     1     1    17
 -1.8212566873746203E-01 a        18     0     1     1    18
 -2.9124598021090109E-01 a        19     0     1     1    19
 -1.2307812187350764E-01 a        20     0     1     1    20
  7.1906731709794380E-01 a        21     0     2     1     1
 -1.1110209059786624E-01 a        22     0     2     1     2
  5.9683977090417117E-01 a        23     0     2     1     3
 -4.1796691702059058E-01 a        24     0     2     1     4
  4.5269851230302582E-01 a        25     0     2     1     5
  1.1985123039541870E-02 a        26     0     2     1     6
 -3.5205399470094306E-01 a        27     0     2     1     7
  4.1451851287291908E-01 a        28     0     2     1     8
 -3.6776306887466070E-01 a        29     0     2     1     9
 -1.7165058214757983E-01 a        30     0     2     1    10
  4.6777874118992702E-01 a        31     0     2     1    11
  2.2858067192719236E-01 a        32     0     2     1    12
  4.0496009101000741E-01 a        33     0     2     1    13
  5.4200134745431428E-01 a        34     0     2     1    14
 -3.9541191002911535E-01 a        35     0     2     1    15
  5.1387934561373749E-01 a        36     0     2     1    16
  1.9436053517773424E-01 a        37     0     2     1    17
  8.2972765321547837E-01 a        38     0     2     1    18
  8.0895416859516545E-01 a        39     0     2     1    19
  1.7353294976440087E-02 a        40     0     2     1    20
 -4.9457050270717934E-01 a        41     0     3     1     1
 -3.9528117964327836E-01 a        42     0     3     1     2
 -3.1966238801794300E-01 a        43     0     3     1     3
  5.5674210190356055E-01 a        44     0     3     1     4
 -1.7988177153295340E-01 a        45     0     3     1     5
  3.6022517922999497E-01 a        46     0     3     1     6
 -5.5076137354718091E-01 a        47     0     3     1     7
 -3.7179913162794387E-01 a        48     0     3     1     8
  7.8488446330295558E-01 a        49     0     3     1     9
 -5.6428551916449687E-01 a        50     0     3     1    10
  6.5314859422824334E-02 a        51     0     3     1    11
  1.0804755085560723E-01 a        52     0     3     1    12
 -1.5312233916244045E-01 a        53     0     3     1    13
 -6.4753671577877880E-01 a        54     0     3     1    14
 -4.4248815041484135E-01 a        55     0     3     1    15
 -7.3336897362968945E-02 a        56     0     3     1    16
  1.3092324968961666E-01 a        57     0     3     1    17
 -3.9665860955876769E-01 a        58     0     3     1    18
 -4.3995259727300773E-01 a        59     0     3     1    19
  2.2715397787485575E-01 a        60     0     3     1    20
 -3.4465508160926261E-01 a        61     0     4     1     1
  8.4390868729163526E-01 a        62     0     4     1     2
 -4.0833030838583001E-01 a        63     0     4     1     3
  3.0044357580725756E-01 a        64     0     4     1     4
  6.1810815892937709E-01 a        65     0     4     1     5
 -9.1699856309307770E-02 a        66     0     4     1     6
  9.2840162004264704E-01 a        67     0     4     1     7
  5.4565412351931020E-01 a        68     0     4     1     8
  3.1137872124289329E-01 a        69     0     4     1     9
  6.0308546425010245E-01 a        70     0     4     1    10
  8.1407054707185858E-02 a        71     0     4     1    11
  5.7192723564222681E-01 a        72     0     4     1    12
  4.0952769499026753E-01 a        73     0     4     1    13
  9.1476530561959805E-03 a        74     0     4     1    14
  1.2268393056744163E-01 a        75     0     4     1    15
  1.2706017077194220E-01 a        76     0     4     1    16
 -5.0914640894434782E-01 a        77     0     4     1    17
 -2.3577912981680477E-01 a        78     0     4     1    18
 -2.2816724521134184E-02 a        79     0     4     1    19
  1.3538191066122207E-01 a        80     0     4     1    20
 -3.8267175361672340E-01 a        81     0     5     1     1
  1.2144014284979414E-01 a        82     0     5     1     2
 -6.6085632036086287E-03 a        83     0     5     1     3
  5.7801805981501725E-02 a        84     0     5     1     4
 -2.3086028954352644E-01 a        85     0     5     1     5
 -1.1808090118980868E-03 a        86     0     5     1     6
 -2.4305728636443305E-01 a        87     0     5     1     7
