################################################################################
# Kalman filter status report.
################################################################################
# Col  Name     Description
################################################################################
# 1    epoch    Training epoch.
# 2    nupdates Number of updates performed.
# 3    Pdiag    Mean of absolute diagonal values of error covariance matrix P.
# 4    Poffdiag Mean of absolute off-diagonal values of error covariance matrix P.
# 5    Pasym    Asymmetry of P, i.e. mean of absolute values of asymmetric part 0.5*(P - P^T).
# 6    Kmean    Mean of abolute compontents of Kalman gain matrix K.
# 7    q        Magnitude of process noise (= diagonal entries of Q).
# 8    eta      Learning rate.
###########################################################################################################################
#        1          2                3                4                5                6                7                8
#    epoch   nupdates            Pdiag         Poffdiag            Pasym            Kmean                q              eta
###########################################################################################################################
         0          0   1.00000000E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00   1.00000000E-02   1.00000000E-02
         1         12   8.92663184E+01   5.29793136E-01   5.61668822E-12   1.77037801E-02   1.00058526E-03   9.99415078E-02
         2         24   7.92961577E+01   6.70688967E-01   5.61810578E-12   7.81244420E-02   1.00117087E-04   9.98830498E-01
         3         36   7.06347556E+01   7.00506468E-01   5.63815846E-12   8.91452809E-02   1.00175682E-05   1.21005177E+00
         4         48   6.52259964E+01   6.80307633E-01   5.64715399E-12   7.95391245E-02   1.00234311E-06   1.21005177E+00
         5         60   6.13737339E+01   6.58260466E-01   5.65350483E-12   7.19881255E-02   8.27378540E-07   1.21005177E+00
         6         72   5.90229108E+01   6.41778462E-01   5.73034475E-12   6.02875340E-02   8.27378540E-07   1.21005177E+00
         7         84   5.71417522E+01   6.26686226E-01   5.73605485E-12   5.79626642E-02   8.27378540E-07   1.21005177E+00
         8         96   5.56131976E+01   6.15635030E-01   5.75518943E-12   5.45956999E-02   8.27378540E-07   1.21005177E+00
         9        108   5.43841093E+01   6.05699101E-01   5.78654941E-12   5.13239726E-02   8.27378540E-07   1.21005177E+00
        10        120   5.34192680E+01   5.98032651E-01   5.85891661E-12   4.60459265E-02   8.27378540E-07   1.21005177E+00
        11        132   5.25194181E+01   5.91258320E-01   5.88178786E-12   4.36249489E-02   8.27378540E-07   1.21005177E+00
        12        144   5.17042320E+01   5.85027057E-01   5.93715088E-12   3.59095885E-02   8.27378540E-07   1.21005177E+00
        13        156   5.10345330E+01   5.79522697E-01   5.97122963E-12   3.57965319E-02   8.27378540E-07   1.21005177E+00
        14        168   5.04201277E+01   5.74199374E-01   6.16912951E-12   3.67867640E-02   8.27378540E-07   1.21005177E+00
        15        180   4.98758960E+01   5.69873279E-01   6.22923267E-12   3.15334633E-02   8.27378540E-07   1.21005177E+00
