################################################################################
# Symmetry function scaling data.
################################################################################
# Col  Name     Description
################################################################################
# 1    e_index  Element index.
# 2    sf_index Symmetry function index.
# 3    sf_min   Symmetry function minimum.
# 4    sf_max   Symmetry function maximum.
# 5    sf_mean  Symmetry function mean.
# 6    sf_sigma Symmetry function sigma.
#########################################################################################################################
#        1          2                        3                        4                        5                        6
#  e_index   sf_index                   sf_min                   sf_max                  sf_mean                 sf_sigma
#########################################################################################################################
         1          1   3.6922240183932642E-02   2.8442876174161835E+00   1.6688842251608067E+00   6.9184129591154397E-01
         1          2   4.0554341220319839E-01   2.5383347374959362E+00   2.1519517334632927E+00   3.9178424904932913E-01
         1          3   7.6977893334520364E-01   3.7568379087260784E+00   1.7883834239365219E+00   6.0206747657211890E-01
         1          4   1.3803221539126782E+00   5.7035195595085639E+00   2.7332624757225594E+00   8.0393787089565749E-01
         1          5   3.7844680483055826E+00   6.3999211824673417E+00   5.3254207661532886E+00   4.3915807793718181E-01
         1          6   3.6696240975710839E+00   7.7753794019567817E+00   6.1944720962628486E+00   8.7038185745000352E-01
         1          7   2.5306303798137946E+00   4.5051416133192994E+00   3.9804809464714417E+00   3.6548063041252199E-01
         1          8   1.4544280679760824E+00   2.1816219752996702E+00   1.6777989204667128E+00   1.1357464585628045E-01
         1          9   4.4366795948543652E-01   8.5812875872320582E-01   5.8931374743125842E-01   7.0702019055274123E-02
         1         10   1.2442866227944663E-01   2.2258568286281799E-01   1.6325437349956570E-01   1.5467784993359469E-02
         1         11   3.6940513070082726E-01   2.4458100695679637E+00   1.2237422831355143E+00   3.5399060766541995E-01
         1         12   1.3800863906147212E+00   4.2318465946056687E+00   2.9773589325869607E+00   5.6924271664727466E-01
         1         13   4.6284055096031611E-02   1.0698400414392197E+00   3.3108718350888444E-01   1.4744761364539713E-01
         1         14   8.2742258425631521E-01   3.0028921842938301E+00   1.8235693437391047E+00   4.0376405897493184E-01
