################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.5514137331196376E-01 a         1     0     1     1     1
  2.4196040129304541E-01 a         2     0     1     1     2
  1.0009033193179703E-01 a         3     0     1     1     3
 -2.8985094400172131E-02 a         4     0     1     1     4
  6.9206192842619474E-01 a         5     0     1     1     5
  4.5842373848268791E-01 a         6     0     1     1     6
  6.2613951417674885E-01 a         7     0     1     1     7
 -6.0622922806237356E-01 a         8     0     1     1     8
  9.4605692014742127E-01 a         9     0     1     1     9
 -1.7157789252321226E-01 a        10     0     1     1    10
  4.8439832896600299E-01 a        11     0     1     1    11
  1.6319256784292199E-01 a        12     0     1     1    12
 -5.9571609781401601E-02 a        13     0     1     1    13
 -2.7021992343102574E-01 a        14     0     1     1    14
 -1.7087586679529129E-02 a        15     0     1     1    15
  3.6930508495645242E-01 a        16     0     1     1    16
  5.6752239010405103E-01 a        17     0     1     1    17
  1.0626583254103643E+00 a        18     0     1     1    18
 -5.3515759750158720E-01 a        19     0     1     1    19
 -3.9864195646120038E-01 a        20     0     1     1    20
 -4.1779175180645889E-02 a        21     0     2     1     1
  4.9743245966733413E-01 a        22     0     2     1     2
  8.4561508372229188E-01 a        23     0     2     1     3
  6.0322671456519672E-01 a        24     0     2     1     4
  6.1423464770418335E-01 a        25     0     2     1     5
 -2.4528977305288074E-01 a        26     0     2     1     6
 -5.9246304485516543E-01 a        27     0     2     1     7
 -7.1482216613425043E-01 a        28     0     2     1     8
 -6.0567224388299479E-01 a        29     0     2     1     9
  4.7205155557201978E-01 a        30     0     2     1    10
  1.0779609532130621E+00 a        31     0     2     1    11
  6.1670980199588177E-01 a        32     0     2     1    12
 -4.6950448183415074E-02 a        33     0     2     1    13
 -1.0999100263203536E+00 a        34     0     2     1    14
 -4.3556812297850905E-01 a        35     0     2     1    15
  3.7033579695281327E-01 a        36     0     2     1    16
  3.6274392854839571E-01 a        37     0     2     1    17
  5.1034882585470798E-01 a        38     0     2     1    18
 -1.8341247865289054E-01 a        39     0     2     1    19
 -3.9869569220651024E-01 a        40     0     2     1    20
 -3.9054214439969565E-01 a        41     0     3     1     1
 -6.8906963180633041E-01 a        42     0     3     1     2
 -3.2361907196757980E-02 a        43     0     3     1     3
 -6.8175229535842230E-01 a        44     0     3     1     4
 -5.1029694770332057E-01 a        45     0     3     1     5
  2.3025050243657469E-01 a        46     0     3     1     6
 -7.2211778565447682E-01 a        47     0     3     1     7
 -1.2691726241945731E-01 a        48     0     3     1     8
  8.4640509734458169E-01 a        49     0     3     1     9
 -4.4892445690217930E-01 a        50     0     3     1    10
 -2.5789899083500895E-01 a        51     0     3     1    11
  3.3559667055344133E-01 a        52     0     3     1    12
  1.8767919243833683E-01 a        53     0     3     1    13
 -1.6703749523534067E-01 a        54     0     3     1    14
  8.3255655186973399E-01 a        55     0     3     1    15
  3.9586698108050850E-02 a        56     0     3     1    16
 -3.6588088125052354E-01 a        57     0     3     1    17
 -2.1573037777816320E-01 a        58     0     3     1    18
  4.3647268929031829E-01 a        59     0     3     1    19
 -2.2950198621330511E-01 a        60     0     3     1    20
  1.1145314663995718E+00 a        61     0     4     1     1
  5.3989384979957221E-02 a        62     0     4     1     2
 -5.9433721849516374E-01 a        63     0     4     1     3
  7.5860470665013646E-01 a        64     0     4     1     4
 -7.7172552089819402E-01 a        65     0     4     1     5
  5.0644710224867562E-01 a        66     0     4     1     6
 -1.4971863747595907E-01 a        67     0     4     1     7
 -8.5325286477488327E-01 a        68     0     4     1     8
  3.1033533366400495E-01 a        69     0     4     1     9
 -2.7588281358768951E-01 a        70     0     4     1    10
  6.6711129560648263E-01 a        71     0     4     1    11
 -2.6700220079980330E-01 a        72     0     4     1    12
 -1.0701066895970597E-01 a        73     0     4     1    13
 -2.3806115427582084E-01 a        74     0     4     1    14
 -4.6498477071089039E-01 a        75     0     4     1    15
 -2.4223761740792682E-01 a        76     0     4     1    16
 -2.5341589904684179E-02 a        77     0     4     1    17
 -2.6263899685558667E-01 a        78     0     4     1    18
 -1.4616885704189631E-01 a        79     0     4     1    19
 -3.7158178885780502E-01 a        80     0     4     1    20
  2.5098201438536905E-01 a        81     0     5     1     1
  9.5349479940790072E-02 a        82     0     5     1     2
  5.3681042847858518E-01 a        83     0     5     1     3
  4.3302027329590503E-01 a        84     0     5     1     4
  2.8921966361279774E-02 a        85     0     5     1     5
  7.0290299869401895E-01 a        86     0     5     1     6
 -3.0019576232142642E-01 a        87     0     5     1     7
  3.6265220205950306E-02 a        88     0     5     1     8
  2.9286005167777263E-01 a        89     0     5     1     9
 -1.0767335791084003E-01 a        90     0     5     1    10
  6.0241188381362565E-01 a        91     0     5     1    11
 -7.4052789039996636E-01 a        92     0     5     1    12
  4.8280487110608983E-01 a        93     0     5     1    13
 -3.2401499965601779E-02 a        94     0     5     1    14
  2.7782834972911080E-01 a        95     0     5     1    15
 -3.5562331919887435E-01 a        96     0     5     1    16
 -3.8159220715992831E-01 a        97     0     5     1    17
  2.8233550049452405E-01 a        98     0     5     1    18
  1.7546365834500249E-01 a        99     0     5     1    19
 -2.1523451225648995E-02 a       100     0     5     1    20
 -5.9375476504390556E-01 a       101     0     6     1     1
 -8.8905643844895754E-01 a       102     0     6     1     2
  2.5712621992749318E-01 a       103     0     6     1     3
 -1.3422809836670030E-01 a       104     0     6     1     4
 -1.1055636173261169E-01 a       105     0     6     1     5
 -1.7930660779816021E-01 a       106     0     6     1     6
 -5.2147401759702568E-02 a       107     0     6     1     7
 -4.1533811967319567E-01 a       108     0     6     1     8
 -4.1824529666252441E-01 a       109     0     6     1     9
 -7.1729753612744196E-01 a       110     0     6     1    10
  4.2020149372015209E-01 a       111     0     6     1    11
  6.3136429982051845E-01 a       112     0     6     1    12
 -7.1679990801297588E-01 a       113     0     6     1    13
  2.2383327381672157E-04 a       114     0     6     1    14
  3.2728336245827783E-01 a       115     0     6     1    15
  7.7796698435378941E-01 a       116     0     6     1    16
  1.6910843479128693E-01 a       117     0     6     1    17
  2.0919026995679849E-01 a       118     0     6     1    18
 -7.4014847190983846E-01 a       119     0     6     1    19
 -7.0732256755565615E-01 a       120     0     6     1    20
  4.4469700422828118E-01 a       121     0     7     1     1
 -1.1673673857441356E-01 a       122     0     7     1     2
  4.8662102878984442E-01 a       123     0     7     1     3
  7.9338280957465798E-02 a       124     0     7     1     4
 -7.8551129467197123E-01 a       125     0     7     1     5
  2.1475324496328357E-02 a       126     0     7     1     6
 -5.5925614821075526E-02 a       127     0     7     1     7
 -1.4672862002803147E-01 a       128     0     7     1     8
 -6.7270870950679540E-01 a       129     0     7     1     9
  8.3328897417513523E-02 a       130     0     7     1    10
 -8.3856642222349717E-02 a       131     0     7     1    11
 -2.5290919257685451E-02 a       132     0     7     1    12
 -8.0882972765083261E-01 a       133     0     7     1    13
 -1.1649994441786779E-01 a       134     0     7     1    14
  3.7938228441142380E-01 a       135     0     7     1    15
 -5.2748098723040004E-01 a       136     0     7     1    16
 -5.2900301483723533E-01 a       137     0     7     1    17
  2.9356383673836139E-01 a       138     0     7     1    18
  6.6285556197380702E-01 a       139     0     7     1    19
  9.9775212896625820E-01 a       140     0     7     1    20
  7.6762029495304396E-01 a       141     0     8     1     1
  5.4612207062050966E-01 a       142     0     8     1     2
 -4.4539994148875189E-01 a       143     0     8     1     3
 -4.8513627874574256E-01 a       144     0     8     1     4
 -6.3319367556584172E-01 a       145     0     8     1     5
  5.3906821647803538E-01 a       146     0     8     1     6
 -3.6920432094561956E-01 a       147     0     8     1     7
  3.2924737792075814E-01 a       148     0     8     1     8
 -7.4034887185881237E-01 a       149     0     8     1     9
  1.0653240380880167E+00 a       150     0     8     1    10
  7.2858634122837418E-01 a       151     0     8     1    11
  3.2658116100767109E-01 a       152     0     8     1    12
  3.7215197651443807E-02 a       153     0     8     1    13
  2.0502578003763071E-03 a       154     0     8     1    14
 -2.8633085546196424E-01 a       155     0     8     1    15
  2.9265155350604655E-01 a       156     0     8     1    16
 -1.8624006587931358E-01 a       157     0     8     1    17
  4.2726257610286122E-01 a       158     0     8     1    18
 -2.8529660581653266E-01 a       159     0     8     1    19
 -2.2412410235864441E-01 a       160     0     8     1    20
 -4.5470499780623608E-01 a       161     0     9     1     1
  2.2531708197412878E-01 a       162     0     9     1     2
  3.0801661753473347E-01 a       163     0     9     1     3
  2.0087529472078886E-01 a       164     0     9     1     4
  4.8070831149457172E-01 a       165     0     9     1     5
 -3.7779628556853073E-01 a       166     0     9     1     6
 -1.1619231974613999E+00 a       167     0     9     1     7
 -5.9839566840906500E-01 a       168     0     9     1     8
  3.4226080662849429E-01 a       169     0     9     1     9
 -4.1811087778275041E-01 a       170     0     9     1    10
 -2.3785642750474348E-01 a       171     0     9     1    11
 -2.2053730673705196E-01 a       172     0     9     1    12
 -1.5009199271624354E-01 a       173     0     9     1    13
 -1.4111704744155085E-01 a       174     0     9     1    14
 -3.5638194534923939E-01 a       175     0     9     1    15
  2.7235652515140535E-01 a       176     0     9     1    16
